"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","monto","periodo_fact_c_diaria","tipo_razon_uso","id_viaje","grupo_viaje","id_presupuesto"
A009549,2022-05-30,TRANSPORTE,transporte,transporte_17,TRANSPORTE10,-36049.125,202205,regular,,,
A009550,2022-05-30,P.SALUD,hogar,hogar: nombre_18,P.SALUD9,35244.0,202205,especifico,,,P014
A009551,2022-05-30,NECESIDAD,necesidad,necesidad_19,NECESIDAD1,-76.5,202205,regular,,,
A009552,2022-05-30,TRANSPORTE,transporte,transporte_13,TRANSPORTE2,-288.0,202205,regular,,,
A009553,2022-05-30,P.SALUD,hogar,hogar: nombre_19,P.SALUD10,-49356.0,202205,especifico,,,P014
A009554,2022-05-30,LIBRE,transaccion,transaccion_3,LIBRE2,-1416.0,202205,regular,,,
A009555,2022-05-30,NECESIDAD,consumible,consumible_6007,NECESIDAD5,-10319.445,202205,regular,,,
A009556,2022-05-30,NECESIDAD,consumible,consumible_5552,NECESIDAD10,-18180.9,202205,regular,,,
A009557,2022-05-30,NECESIDAD,consumible,consumible_5725,NECESIDAD7,-12915.960000000001,202205,regular,,,
A009558,2022-05-30,NECESIDAD,consumible,consumible_5884,NECESIDAD8,-25176.614999999998,202205,regular,,,
A009559,2022-05-30,HOGAR,consumible,consumible82,HOGAR6,-7578.405,202205,regular,,,
A009560,2022-05-30,HOGAR,consumible,consumible173,HOGAR7,-14358.390000000001,202205,regular,,,
A009561,2022-05-30,LIBRE,consumible,consumible_3864,LIBRE5,-1831.9499999999998,202205,regular,,,
A009562,2022-05-30,NECESIDAD,consumible,consumible_4237,NECESIDAD5,-3523.95,202205,regular,,,
A009563,2022-05-30,HOGAR,consumible,consumible113,HOGAR7,-7392.285,202205,regular,,,
A009564,2022-05-30,HOGAR,consumible,consumible196,HOGAR8,-4015.335,202205,regular,,,
A009565,2022-05-30,NECESIDAD,consumible,consumible_5464,NECESIDAD8,-2332.5,202205,regular,,,
A009566,2022-05-30,NECESIDAD,consumible,consumible_3947,NECESIDAD5,-6061.950000000001,202205,regular,,,
A009567,2022-05-30,P.FORMAL,necesidad,monedero,P.FORMAL5,-80446.5,202205,especifico,,,P015
A009568,2022-05-30,P.FORMAL,necesidad,monedero,P.FORMAL2,-12876.48,202205,especifico,,,P015
A009570,2022-06-02,SUSCRIPCION,hogar,hogar_9057,SUSCRIPCION1,-98565.0,202206,regular,,,
A009571,2022-06-02,RECREACION,invitacion,invitacion: nombre_18,RECREACION5,-4377.0,202206,regular,,,
A009572,2022-06-02,RECREACION,consumible,consumible_10520,RECREACION10,-7056.0,202206,regular,,,
A009573,2022-06-02,RECREACION,consumible,consumible_12323,RECREACION7,-7056.0,202206,regular,,,
A009574,2022-06-02,RECREACION,recreacion,recreacion_13,RECREACION4,-1627.5,202206,regular,,,
A009575,2022-06-03,RECREACION,consumible,consumible_10738,RECREACION2,-10581.0,202206,regular,,,
A009576,2022-06-03,RECREACION,deuda,deuda_8266,RECREACION4,-5646.0,202206,regular,,,
A009577,2022-06-03,RECREACION,consumible,consumible_12586,RECREACION4,-9171.0,202206,regular,,,
A009578,2022-06-03,RECREACION,deuda,deuda: nombre_14,RECREACION6,-14106.0,202206,regular,,,
A009579,2022-06-03,RECREACION,deuda,deuda: nombre_15,RECREACION7,21144.0,202206,regular,,,
A009580,2022-06-03,RECREACION,recreacion,recreacion_14,RECREACION5,-2826.0,202206,regular,,,
A009581,2022-06-05,RECREACION,consumible,consumible_12016,RECREACION4,-10581.0,202206,regular,,,
A009582,2022-06-05,RECREACION,consumible,consumible_10640,RECREACION10,-3531.0,202206,regular,,,
A009583,2022-06-05,RECREACION,consumible,consumible_12217,RECREACION3,-7056.0,202206,regular,,,
A009584,2022-06-05,HOGAR,consumible,consumible144,HOGAR8,-4588.5,202206,regular,,,
A009585,2022-06-05,HOGAR,consumible,consumible195,HOGAR9,-5233.575000000001,202206,regular,,,
A009586,2022-06-05,HOGAR,consumible,consumible228,HOGAR2,-8327.82,202206,regular,,,
A009587,2022-06-07,P.FORMAL,transporte,transporte_20,P.FORMAL1,-48298.5,202206,especifico,,,P011
A009588,2022-06-07,P.FORMAL,transporte,transporte_5,P.FORMAL8,-48298.5,202206,especifico,,,P011
A009594,2022-06-09,RECREACION,consumible,consumible: nombre_4,RECREACION9,-7056.0,202206,regular,,,
A009595,2022-06-09,P.FORMAL,transporte,transporte_17,P.FORMAL2,-105756.0,202206,especifico,,,P011
A009596,2022-06-09,P.FORMAL,transporte,transporte_19,P.FORMAL7,-14106.0,202206,especifico,,,P011
A009597,2022-06-10,SUSCRIPCION,hogar,hogar_9053,SUSCRIPCION5,-10932.795,202206,regular,,,
A009598,2022-06-11,HOGAR,consumible,consumible174,HOGAR8,-11473.53,202206,regular,,,
A009599,2022-06-11,HOGAR,consumible,consumible83,HOGAR7,-7578.405,202206,regular,,,
A009600,2022-06-11,HOGAR,consumible,consumible6,HOGAR8,-9742.05,202206,regular,,,
A009601,2022-06-11,HOGAR,hogar,hogar1795,HOGAR9,-10463.97,202206,regular,,,
A009602,2022-06-11,HOGAR,consumible,consumible32,HOGAR6,-3876.45,202206,regular,,,
A009603,2022-06-11,LIBRE,consumible,consumible_2525,LIBRE4,-985.95,202206,regular,,,
A009604,2022-06-11,NECESIDAD,consumible,consumible_5156,NECESIDAD6,-1932.7649999999999,202206,regular,,,
A009605,2022-06-11,HOGAR,consumible,consumible229,HOGAR3,-8487.855,202206,regular,,,
A009606,2022-06-11,HOGAR,consumible,consumible194,HOGAR10,-775.86,202206,regular,,,
A009607,2022-06-11,LIBRE,consumible,consumible_2711,LIBRE8,-2544.0,202206,regular,,,
A009608,2022-06-11,LIBRE,consumible,consumible_4475,LIBRE4,-4518.0,202206,regular,,,
A009609,2022-06-11,HOGAR,consumible,consumible216,HOGAR10,-4659.0,202206,regular,,,
A009610,2022-06-11,RECREACION,invitacion,invitacion: nombre_14,RECREACION6,-1380.75,202206,regular,,,
A009611,2022-06-13,SUSCRIPCION,gustos,gustos_9473,SUSCRIPCION5,-2947.2599999999998,202206,regular,,,
A009612,2022-06-14,RECREACION,deuda,deuda: nombre_14,RECREACION8,-63385.5,202206,regular,,,
A009613,2022-06-14,TRANSPORTE,transporte,transporte: nombre_9,TRANSPORTE4,1545.0,202206,regular,,,
A009614,2022-06-14,HOGAR,hogar,hogar2254,HOGAR8,-14106.0,202206,regular,,,
A009617,2022-06-14,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE1,-17631.0,202206,especifico,V087,G060,P057
A009618,2022-06-14,RECREACION,transporte,transporte_19,RECREACION10,-1557.0,202206,regular,,,
A009620,2022-06-14,NECESIDAD,consumible,consumible_3472,NECESIDAD10,-14740.5,202206,regular,,,
A009621,2022-06-14,LIBRE,gustos,gustos_722,LIBRE7,-3390.0,202206,regular,,,
A009622,2022-06-14,LIBRE,consumible,consumible_2522,LIBRE7,-2826.0,202206,regular,,,
A009623,2022-06-14,SUSCRIPCION,hogar,hogar_9049,SUSCRIPCION9,-12625.5,202206,regular,,,
A009627,2022-06-16,RECREACION,regalo,regalo: nombre_8,RECREACION9,-763521.0,202206,regular,,,
A009628,2022-06-16,RECREACION,regalo,regalo: nombre_9,RECREACION10,-763521.0,202206,regular,,,
A009629,2022-06-16,RECREACION,regalo,regalo: nombre_9,RECREACION1,-737318.97,202206,regular,,,
A009630,2022-06-16,RECREACION,regalo,regalo: nombre_14,RECREACION2,-737318.265,202206,regular,,,
A009633,2022-06-18,HOGAR,deuda,deuda: nombre_10,HOGAR2,14094.0,202206,regular,,,
A009636,2022-06-18,HOGAR,deuda,deuda: nombre_11,HOGAR3,-14106.0,202206,regular,,,
A009637,2022-06-18,RECREACION,consumible,consumible_9700,RECREACION10,-17913.0,202206,regular,,,
A009638,2022-06-18,RECREACION,consumible,consumible_13709,RECREACION1,-2544.0,202206,regular,,,
A009639,2022-06-18,NECESIDAD,consumible,consumible_3837,NECESIDAD5,-2113.95,202206,regular,,,
A009640,2022-06-19,LIBRE,deuda,deuda: nombre_5,LIBRE10,-14106.0,202206,regular,,,
A009641,2022-06-19,RECREACION,regalo,regalo: nombre_15,RECREACION3,-197758.5,202206,regular,,,
A009644,2022-06-22,P.VIAJE,transporte,transporte_10,P.VIAJE1,-19393.5,202206,especifico,V087,G060,P057
A009645,2022-06-22,HOGAR,consumible,consumible139,HOGAR5,-3531.0,202206,regular,,,
A009649,2022-06-22,HOGAR,consumible,consumible242,HOGAR2,-503.025,202206,regular,,,
A009650,2022-06-22,HOGAR,consumible,consumible272,HOGAR2,-6654.15,202206,regular,,,
A009651,2022-06-22,P.VIAJE,consumible,consumible_8112,P.VIAJE8,-20803.5,202206,especifico,V087,G060,P057
A009652,2022-06-22,LIBRE,consumible,consumible_3966,LIBRE3,-3178.5,202206,regular,,,
A009653,2022-06-22,RECREACION,recreacion,recreacion_15,RECREACION6,-2121.0,202206,regular,,,
A009654,2022-06-23,RECREACION,consumible,consumible_13993,RECREACION7,-13330.5,202206,regular,,,
A009655,2022-06-23,RECREACION,consumible,consumible_13517,RECREACION3,-3460.5,202206,regular,,,
A009656,2022-06-23,RECREACION,recreacion,recreacion_16,RECREACION7,-2826.0,202206,regular,,,
A009659,2022-06-24,P.VIAJE,transporte,transporte_18,P.VIAJE7,-7863.929999999999,202206,especifico,V087,G060,P057
A009660,2022-06-24,P.VIAJE,regalo,regalo: nombre_1,P.VIAJE2,-10581.0,202206,especifico,V087,G060,P057
A009661,2022-06-24,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE3,-10581.0,202206,especifico,V087,G060,P057
A009662,2022-06-24,P.VIAJE,consumible,consumible_7360,P.VIAJE10,-7056.0,202206,especifico,V087,G060,P057
A009663,2022-06-24,P.VIAJE,consumible,consumible_7997,P.VIAJE3,-3531.0,202206,especifico,V087,G060,P057
A009664,2022-06-24,P.VIAJE,recreacion,recreacion_17,P.VIAJE7,-7056.0,202206,especifico,V087,G060,P057
A009665,2022-06-25,P.VIAJE,necesidad,necesidad_17,P.VIAJE6,-3876.45,202206,especifico,V087,G060,P057
A009666,2022-06-25,P.VIAJE,necesidad,necesidad_2,P.VIAJE10,-2649.75,202206,especifico,V087,G060,P057
A009667,2022-06-25,P.VIAJE,necesidad,necesidad_9,P.VIAJE8,-1028.25,202206,especifico,V087,G060,P057
A009668,2022-06-26,P.VIAJE,recreacion,recreacion_20,P.VIAJE10,-2967.0,202206,especifico,V087,G060,P057
A009669,2022-06-26,P.VIAJE,recreacion,recreacion_2,P.VIAJE5,-887.25,202206,especifico,V087,G060,P057
A009670,2022-06-26,P.VIAJE,recreacion,recreacion_20,P.VIAJE7,-1169.25,202206,especifico,V087,G060,P057
A009671,2022-06-26,P.VIAJE,recreacion,recreacion_13,P.VIAJE2,-3108.0,202206,especifico,V087,G060,P057
A009672,2022-06-26,P.VIAJE,recreacion,recreacion_5,P.VIAJE3,-5476.799999999999,202206,especifico,V087,G060,P057
A009673,2022-06-26,P.VIAJE,recreacion,recreacion_16,P.VIAJE3,-1627.5,202206,especifico,V087,G060,P057
A009674,2022-06-26,P.VIAJE,recreacion,recreacion_17,P.VIAJE5,-469.185,202206,especifico,V087,G060,P057
A009675,2022-06-26,P.VIAJE,consumible,consumible_8026,P.VIAJE4,-10228.5,202206,especifico,V087,G060,P057
A009676,2022-06-26,P.VIAJE,consumible,consumible_8284,P.VIAJE6,-3460.5,202206,especifico,V087,G060,P057
A009677,2022-06-26,P.VIAJE,recreacion,recreacion_12,P.VIAJE8,-1698.0,202206,especifico,V087,G060,P057
A009678,2022-06-27,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE4,-4606.125,202206,especifico,V087,G060,P057
A009679,2022-06-28,P.VIAJE,transporte,transporte_13,P.VIAJE9,-7054.59,202206,especifico,V087,G060,P057
A009680,2022-06-28,P.VIAJE,consumible,consumible_8281,P.VIAJE9,-8113.5,202206,especifico,V087,G060,P057
A009681,2022-06-28,P.VIAJE,regalo,regalo: nombre_2,P.VIAJE5,-993.0,202206,especifico,V087,G060,P057
A009682,2022-06-29,P.VIAJE,gustos,gustos_5438,P.VIAJE2,-8395.5,202206,especifico,V087,G060,P057
A009683,2022-06-29,P.VIAJE,consumible,consumible_8191,P.VIAJE9,-3883.5,202206,especifico,V087,G060,P057
A009684,2022-06-29,P.VIAJE,transporte,transporte_13,P.VIAJE3,-2773.83,202206,especifico,V087,G060,P057
A009685,2022-06-29,P.VIAJE,transporte,transporte_13,P.VIAJE2,-19393.5,202206,especifico,V087,G060,P057
A009688,2022-06-30,P.VIAJE,consumible,consumible_9145,P.VIAJE5,-11638.5,202206,especifico,V087,G060,P057
A009689,2022-06-30,P.VIAJE,regalo,regalo: nombre_2,P.VIAJE6,-10228.5,202206,especifico,V087,G060,P057
A009690,2022-06-30,P.VIAJE,regalo,regalo: nombre_10,P.VIAJE7,-10228.5,202206,especifico,V087,G060,P057
A009691,2022-06-30,P.VIAJE,recreacion,recreacion_18,P.VIAJE8,-7056.0,202206,especifico,V087,G060,P057
A009692,2022-06-30,P.VIAJE,consumible,consumible_8401,P.VIAJE9,-16926.0,202206,especifico,V087,G060,P057
A009693,2022-06-30,P.VIAJE,recreacion,recreacion_5,P.VIAJE2,-4941.0,202206,especifico,V087,G060,P057
A009697,2022-07-01,RECREACION,consumible,consumible_9184,RECREACION6,-3531.0,202207,regular,,,
A009698,2022-07-02,LIBRE,manualidad,manualidad_2,LIBRE7,-14811.0,202207,regular,,,
A009699,2022-07-02,RECREACION,invitacion,invitacion: nombre_14,RECREACION9,-27430.5,202207,regular,,,
A009702,2022-07-02,LIBRE,gustos,gustos_474,LIBRE5,-14740.5,202207,regular,,,
A009703,2022-07-02,P.RECREACION,regalo,regalo: nombre_8,P.RECREACION6,-19605.0,202207,especifico,,,P013
A009704,2022-07-02,LIBRE,consumible,consumible_6069,LIBRE10,-11427.0,202207,regular,,,
A009705,2022-07-02,RECREACION,transporte,transporte_5,RECREACION7,-922.5,202207,regular,,,
A009706,2022-07-03,LIBRE,manualidad,manualidad_15,LIBRE10,-7056.0,202207,regular,,,
A009707,2022-07-03,LIBRE,manualidad,manualidad_17,LIBRE2,-3249.0,202207,regular,,,
A009708,2022-07-04,HOGAR,consumible,consumible230,HOGAR4,-5230.049999999999,202207,regular,,,
A009709,2022-07-04,HOGAR,consumible,consumible83,HOGAR1,-3249.0,202207,regular,,,
A009710,2022-07-04,HOGAR,consumible,consumible40,HOGAR4,-2579.25,202207,regular,,,
A009711,2022-07-04,HOGAR,hogar,hogar1834,HOGAR8,-2649.75,202207,regular,,,
A009712,2022-07-04,NECESIDAD,necesidad,necesidad_15,NECESIDAD2,-9911.25,202207,regular,,,
A009713,2022-07-04,HOGAR,hogar,hogar1947,HOGAR1,-6139.5,202207,regular,,,
A009714,2022-07-04,HOGAR,consumible,consumible271,HOGAR3,-10714.95,202207,regular,,,
A009715,2022-07-04,HOGAR,consumible,consumible175,HOGAR9,-9347.25,202207,regular,,,
A009716,2022-07-04,HOGAR,consumible,consumible185,HOGAR9,-1098.75,202207,regular,,,
A009717,2022-07-04,HOGAR,consumible,consumible186,HOGAR8,-2135.1,202207,regular,,,
A009718,2022-07-04,HOGAR,consumible,consumible5,HOGAR9,-10863.0,202207,regular,,,
A009719,2022-07-05,RECREACION,deuda,deuda: nombre_5,RECREACION9,63373.5,202207,regular,,,
A009720,2022-07-07,HOGAR,consumible,consumible33,HOGAR7,-3876.45,202207,regular,,,
A009721,2022-07-07,NECESIDAD,consumible,consumible_5352,NECESIDAD10,-3707.25,202207,regular,,,
A009722,2022-07-07,HOGAR,consumible,consumible255,HOGAR9,-3735.45,202207,regular,,,
A009723,2022-07-10,SUSCRIPCION,hogar,hogar_9048,SUSCRIPCION10,-10932.795,202207,regular,,,
A009724,2022-07-11,LIBRE,manualidad,manualidad_1,LIBRE9,-4941.0,202207,regular,,,
A009731,2022-07-12,RECREACION,consumible,consumible_11453,RECREACION7,-17631.0,202207,regular,,,
A009732,2022-07-12,RECREACION,deuda,deuda: nombre_18,RECREACION10,-17631.0,202207,regular,,,
A009733,2022-07-12,RECREACION,deuda,deuda: nombre_19,RECREACION1,17619.0,202207,regular,,,
A009734,2022-07-13,SUSCRIPCION,gustos,gustos_9469,SUSCRIPCION9,-3085.44,202207,regular,,,
A009735,2022-07-13,SUSCRIPCION,hogar,hogar_9046,SUSCRIPCION2,-12625.5,202207,regular,,,
A009736,2022-07-13,RECREACION,consumible,consumible_9561,RECREACION9,-2254.95,202207,regular,,,
A009737,2022-07-13,RECREACION,consumible,consumible_13095,RECREACION5,-2254.95,202207,regular,,,
A009738,2022-07-13,RECREACION,consumible,consumible_9541,RECREACION9,-2395.95,202207,regular,,,
A009739,2022-07-13,RECREACION,invitacion,invitacion: nombre_11,RECREACION10,-11807.7,202207,regular,,,
A009740,2022-07-13,RECREACION,consumible,consumible_10674,RECREACION6,-4863.450000000001,202207,regular,,,
A009741,2022-07-14,RECREACION,consumible,consumible_10266,RECREACION4,-5293.5,202207,regular,,,
A009742,2022-07-14,RECREACION,consumible,consumible_10652,RECREACION8,-7302.75,202207,regular,,,
A009743,2022-07-14,RECREACION,consumible,consumible_12835,RECREACION5,-12343.5,202207,regular,,,
A009744,2022-07-14,RECREACION,invitacion,invitacion: nombre_1,RECREACION1,-7302.75,202207,regular,,,
A009745,2022-07-14,RECREACION,recreacion,recreacion_19,RECREACION8,-4800.0,202207,regular,,,
A009746,2022-07-14,RECREACION,consumible,consumible_10649,RECREACION1,-11286.0,202207,regular,,,
A009747,2022-07-14,RECREACION,transporte,transporte_7,RECREACION5,-5427.450000000001,202207,regular,,,
A009751,2022-07-16,HOGAR,consumible,consumible225,HOGAR9,-18195.0,202207,regular,,,
A009752,2022-07-16,P.VIAJE,necesidad,necesidad_9,P.VIAJE1,-162892.02,202207,especifico,V088,G061,P048
A009753,2022-07-17,LIBRE,manualidad,manualidad_1,LIBRE8,-3883.5,202207,regular,,,
A009756,2022-07-17,NECESIDAD,necesidad,necesidad_19,NECESIDAD1,-4941.0,202207,regular,,,
A009757,2022-07-17,LIBRE,regalo,regalo_14,LIBRE5,-2121.0,202207,regular,,,
A009758,2022-07-18,P.FORMAL,necesidad,necesidad_19,P.FORMAL8,-67827.0,202207,especifico,,,P015
A009761,2022-07-18,LIBRE,consumible,consumible_6518,LIBRE1,-3467.55,202207,regular,,,
A009762,2022-07-19,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE8,-7761.0,202207,especifico,V088,G061,P048
A009763,2022-07-20,P.VIAJE,consumible,consumible_10734,P.VIAJE6,-2191.5,202207,especifico,V088,G061,P048
A009764,2022-07-20,P.VIAJE,consumible,consumible_11156,P.VIAJE4,-3108.0,202207,especifico,V088,G061,P048
A009765,2022-07-20,P.VIAJE,transporte,transporte_2,P.VIAJE2,-17542.875,202207,especifico,V088,G061,P048
A009766,2022-07-20,P.VIAJE,consumible,consumible_11746,P.VIAJE4,-11215.5,202207,especifico,V088,G061,P048
A009767,2022-07-20,P.VIAJE,consumible,consumible_9344,P.VIAJE6,-2262.0,202207,especifico,V088,G061,P048
A009768,2022-07-20,P.VIAJE,consumible,consumible_7971,P.VIAJE9,-1275.0,202207,especifico,V088,G061,P048
A009769,2022-07-20,P.VIAJE,consumible,consumible_8150,P.VIAJE10,-5928.0,202207,especifico,V088,G061,P048
A009770,2022-07-20,P.VIAJE,consumible,consumible_11742,P.VIAJE8,-1486.5,202207,especifico,V088,G061,P048
A009771,2022-07-20,P.VIAJE,consumible,consumible_9551,P.VIAJE9,-1486.5,202207,especifico,V088,G061,P048
A009772,2022-07-20,P.VIAJE,recreacion,recreacion: nombre_19,P.VIAJE8,7044.0,202207,especifico,V088,G061,P048
A009773,2022-07-20,P.VIAJE,recreacion,recreacion: nombre_20,P.VIAJE9,-8466.0,202207,especifico,V088,G061,P048
A009774,2022-07-20,P.VIAJE,recreacion,recreacion_20,P.VIAJE9,-4715.4,202207,especifico,V088,G061,P048
A009775,2022-07-20,P.VIAJE,consumible,consumible_11844,P.VIAJE6,-2156.25,202207,especifico,V088,G061,P048
A009776,2022-07-20,P.VIAJE,consumible,consumible_10330,P.VIAJE10,-922.5,202207,especifico,V088,G061,P048
A009777,2022-07-20,P.VIAJE,consumible,consumible_9463,P.VIAJE7,-1592.25,202207,especifico,V088,G061,P048
A009778,2022-07-20,P.VIAJE,consumible,consumible_9665,P.VIAJE5,-1134.0,202207,especifico,V088,G061,P048
A009779,2022-07-21,P.VIAJE,consumible,consumible_7935,P.VIAJE5,-993.0,202207,especifico,V088,G061,P048
A009780,2022-07-21,P.VIAJE,transporte,transporte_7,P.VIAJE7,-3063.585,202207,especifico,V088,G061,P048
A009781,2022-07-21,P.VIAJE,consumible,consumible_10808,P.VIAJE2,-1134.0,202207,especifico,V088,G061,P048
A009782,2022-07-21,P.VIAJE,consumible,consumible_9907,P.VIAJE3,-10510.5,202207,especifico,V088,G061,P048
A009783,2022-07-21,SUSCRIPCION,hogar,hogar_8808,SUSCRIPCION10,-70506.0,202207,regular,,,
A009784,2022-07-21,P.VIAJE,transporte,transporte_14,P.VIAJE10,-711.0,202207,especifico,V088,G061,P048
A009785,2022-07-21,P.VIAJE,transporte,transporte_18,P.VIAJE6,-1416.0,202207,especifico,V088,G061,P048
A009786,2022-07-21,P.VIAJE,recreacion,recreacion_1,P.VIAJE10,-1416.0,202207,especifico,V088,G061,P048
A009787,2022-07-21,P.VIAJE,transporte,transporte_1,P.VIAJE1,-2915.5350000000003,202207,especifico,V088,G061,P048
A009788,2022-07-22,P.VIAJE,consumible,consumible_9526,P.VIAJE4,-9805.5,202207,especifico,V088,G061,P048
A009789,2022-07-22,P.VIAJE,consumible,consumible_7898,P.VIAJE2,-852.0,202207,especifico,V088,G061,P048
A009790,2022-07-22,P.VIAJE,transporte,transporte_10,P.VIAJE1,-5905.4400000000005,202207,especifico,V088,G061,P048
A009791,2022-07-22,P.VIAJE,consumible,consumible_10426,P.VIAJE4,-4095.0,202207,especifico,V088,G061,P048
A009792,2022-07-22,P.VIAJE,consumible,consumible_8128,P.VIAJE2,-7761.0,202207,especifico,V088,G061,P048
A009793,2022-07-22,P.VIAJE,consumible,consumible_8278,P.VIAJE2,-2614.5,202207,especifico,V088,G061,P048
A009794,2022-07-22,P.VIAJE,recreacion,recreacion_2,P.VIAJE2,-3178.5,202207,especifico,V088,G061,P048
A009795,2022-07-22,P.VIAJE,consumible,consumible_10488,P.VIAJE2,-816.75,202207,especifico,V088,G061,P048
A009796,2022-07-22,P.VIAJE,consumible,consumible_7479,P.VIAJE1,-711.0,202207,especifico,V088,G061,P048
A009797,2022-07-22,P.VIAJE,consumible,consumible_7153,P.VIAJE7,-1733.25,202207,especifico,V088,G061,P048
A009798,2022-07-22,P.VIAJE,consumible,consumible_7066,P.VIAJE4,-1310.25,202207,especifico,V088,G061,P048
A009801,2022-07-23,P.VIAJE,consumible,consumible_8275,P.VIAJE5,-5293.5,202207,especifico,V088,G061,P048
A009802,2022-07-23,P.VIAJE,consumible,consumible_11739,P.VIAJE1,-14106.0,202207,especifico,V088,G061,P048
A009803,2022-07-23,P.VIAJE,recreacion,recreacion_3,P.VIAJE3,-3531.0,202207,especifico,V088,G061,P048
A009804,2022-07-23,P.VIAJE,consumible,consumible_9843,P.VIAJE7,-1416.0,202207,especifico,V088,G061,P048
A009805,2022-07-23,P.VIAJE,consumible,consumible_7863,P.VIAJE7,-852.0,202207,especifico,V088,G061,P048
A009806,2022-07-23,P.VIAJE,transporte,transporte_2,P.VIAJE7,-2782.29,202207,especifico,V088,G061,P048
A009809,2022-07-24,P.VIAJE,transporte,transporte_9,P.VIAJE10,-9474.150000000001,202207,especifico,V088,G061,P048
A009810,2022-07-24,SUSCRIPCION,hogar,hogar_8795,SUSCRIPCION3,-387756.0,202207,regular,,,
A009811,2022-07-24,SUSCRIPCION,hogar,hogar_8865,SUSCRIPCION3,-458256.0,202207,regular,,,
A009812,2022-07-24,HOGAR,hogar,hogar2252,HOGAR6,-9826.650000000001,202207,regular,,,
A009813,2022-07-24,HOGAR,hogar,hogar1781,HOGAR5,-5920.950000000001,202207,regular,,,
A009814,2022-07-24,NECESIDAD,consumible,consumible_5878,NECESIDAD4,-2367.75,202207,regular,,,
A009815,2022-07-24,HOGAR,hogar,hogar1847,HOGAR1,-1204.5,202207,regular,,,
A009816,2022-07-24,HOGAR,hogar,hogar1854,HOGAR8,-4814.1,202207,regular,,,
A009817,2022-07-24,NECESIDAD,necesidad,necesidad_8,NECESIDAD6,-4701.299999999999,202207,regular,,,
A009818,2022-07-24,NECESIDAD,necesidad,necesidad_16,NECESIDAD4,-3643.8,202207,regular,,,
A009819,2022-07-24,HOGAR,hogar,hogar1909,HOGAR3,-9594.0,202207,regular,,,
A009820,2022-07-24,HOGAR,hogar,hogar1936,HOGAR10,-1232.6999999999998,202207,regular,,,
A009821,2022-07-24,HOGAR,hogar,hogar1939,HOGAR3,-8466.0,202207,regular,,,
A009822,2022-07-24,HOGAR,hogar,hogar1943,HOGAR7,-640.5,202207,regular,,,
A009823,2022-07-24,HOGAR,hogar,hogar1948,HOGAR2,-2325.45,202207,regular,,,
A009824,2022-07-24,HOGAR,hogar,hogar1949,HOGAR3,-936.5999999999999,202207,regular,,,
A009825,2022-07-24,NECESIDAD,necesidad,necesidad_14,NECESIDAD3,-2438.25,202207,regular,,,
A009826,2022-07-24,HOGAR,hogar,hogar1968,HOGAR2,-1627.5,202207,regular,,,
A009827,2022-07-24,HOGAR,hogar,hogar1969,HOGAR3,-1437.15,202207,regular,,,
A009828,2022-07-24,HOGAR,hogar,hogar1767,HOGAR1,-5356.950000000001,202207,regular,,,
A009829,2022-07-24,HOGAR,hogar,hogar1782,HOGAR6,-1112.85,202207,regular,,,
A009830,2022-07-24,HOGAR,hogar,hogar2000,HOGAR4,-1535.85,202207,regular,,,
A009831,2022-07-24,NECESIDAD,necesidad,necesidad_2,NECESIDAD6,-2692.05,202207,regular,,,
A009832,2022-07-24,HOGAR,necesidad,necesidad_10,HOGAR8,-1056.45,202207,regular,,,
A009833,2022-07-24,NECESIDAD,necesidad,necesidad_2,NECESIDAD8,-3108.0,202207,regular,,,
A009834,2022-07-24,HOGAR,hogar,hogar2260,HOGAR4,-6280.5,202207,regular,,,
A009835,2022-07-24,HOGAR,hogar,hogar1723,HOGAR7,-4941.0,202207,regular,,,
A009836,2022-07-24,HOGAR,hogar,hogar1748,HOGAR2,-1204.5,202207,regular,,,
A009837,2022-07-24,HOGAR,hogar,hogar1772,HOGAR6,-4306.5,202207,regular,,,
A009838,2022-07-24,HOGAR,hogar,hogar1789,HOGAR3,-1571.1,202207,regular,,,
A009839,2022-07-24,HOGAR,hogar,hogar1786,HOGAR10,-2325.45,202207,regular,,,
A009840,2022-07-24,NECESIDAD,necesidad,necesidad_17,NECESIDAD3,-2515.8,202207,regular,,,
A009841,2022-07-24,HOGAR,hogar,hogar1811,HOGAR5,-2346.6000000000004,202207,regular,,,
A009842,2022-07-24,HOGAR,hogar,hogar1816,HOGAR10,-3411.1499999999996,202207,regular,,,
A009843,2022-07-24,HOGAR,hogar,hogar1818,HOGAR2,-6019.65,202207,regular,,,
A009844,2022-07-24,HOGAR,hogar,hogar1823,HOGAR7,-781.5,202207,regular,,,
A009845,2022-07-24,LIBRE,recreacion,recreacion_5,LIBRE9,-288.0,202207,regular,,,
A009846,2022-07-24,HOGAR,hogar,hogar1824,HOGAR8,-3580.3500000000004,202207,regular,,,
A009847,2022-07-24,HOGAR,hogar,hogar2246,HOGAR10,-7408.5,202207,regular,,,
A009848,2022-07-24,HOGAR,hogar,hogar2247,HOGAR1,-5364.0,202207,regular,,,
