"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","metodo_pago","monto","id_creditos","periodo_inicio","periodo_corte","primer_dia_mes_corte","tipo_credito"
A009739,2022-07-13,RECREACION,invitacion,invitacion: nombre_11,RECREACION10,credito_1,-11807.7,88,202207,202208,2022-08-01,gasto
A009740,2022-07-13,RECREACION,consumible,consumible_10674,RECREACION6,credito_1,-4863.450000000001,88,202207,202208,2022-08-01,gasto
A009741,2022-07-14,RECREACION,consumible,consumible_10266,RECREACION4,credito_1,-5293.5,88,202207,202208,2022-08-01,gasto
A009742,2022-07-14,RECREACION,consumible,consumible_10652,RECREACION8,credito_1,-7302.75,88,202207,202208,2022-08-01,gasto
A009743,2022-07-14,RECREACION,consumible,consumible_12835,RECREACION5,credito_1,-12343.5,88,202207,202208,2022-08-01,gasto
A009744,2022-07-14,RECREACION,invitacion,invitacion: nombre_1,RECREACION1,credito_1,-7302.75,88,202207,202208,2022-08-01,gasto
A009745,2022-07-14,RECREACION,recreacion,recreacion_19,RECREACION8,credito_1,-4800.0,88,202207,202208,2022-08-01,gasto
A009746,2022-07-14,RECREACION,consumible,consumible_10649,RECREACION1,credito_1,-11286.0,88,202207,202208,2022-08-01,gasto
A009747,2022-07-14,RECREACION,transporte,transporte_7,RECREACION5,credito_1,-5427.450000000001,88,202207,202208,2022-08-01,gasto
A009751,2022-07-16,HOGAR,consumible,consumible225,HOGAR9,credito_1,-18195.0,88,202207,202208,2022-08-01,gasto
A009752,2022-07-16,P.VIAJE,necesidad,necesidad_9,P.VIAJE1,credito_1,-162892.02,88,202207,202208,2022-08-01,gasto
A009753,2022-07-17,LIBRE,manualidad,manualidad_1,LIBRE8,credito_1,-3883.5,88,202207,202208,2022-08-01,gasto
A009758,2022-07-18,P.FORMAL,necesidad,necesidad_19,P.FORMAL8,credito_1,-67827.0,88,202207,202208,2022-08-01,gasto
A009761,2022-07-18,LIBRE,consumible,consumible_6518,LIBRE1,credito_1,-3467.55,88,202207,202208,2022-08-01,gasto
A009762,2022-07-19,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE8,credito_1,-7761.0,88,202207,202208,2022-08-01,gasto
A009763,2022-07-20,P.VIAJE,consumible,consumible_10734,P.VIAJE6,credito_1,-2191.5,88,202207,202208,2022-08-01,gasto
A009764,2022-07-20,P.VIAJE,consumible,consumible_11156,P.VIAJE4,credito_1,-3108.0,88,202207,202208,2022-08-01,gasto
A009765,2022-07-20,P.VIAJE,transporte,transporte_2,P.VIAJE2,credito_1,-17542.875,88,202207,202208,2022-08-01,gasto
A009766,2022-07-20,P.VIAJE,consumible,consumible_11746,P.VIAJE4,credito_1,-11215.5,88,202207,202208,2022-08-01,gasto
A009767,2022-07-20,P.VIAJE,consumible,consumible_9344,P.VIAJE6,credito_1,-2262.0,88,202207,202208,2022-08-01,gasto
A009768,2022-07-20,P.VIAJE,consumible,consumible_7971,P.VIAJE9,credito_1,-1275.0,88,202207,202208,2022-08-01,gasto
A009769,2022-07-20,P.VIAJE,consumible,consumible_8150,P.VIAJE10,credito_1,-5928.0,88,202207,202208,2022-08-01,gasto
A009770,2022-07-20,P.VIAJE,consumible,consumible_11742,P.VIAJE8,credito_1,-1486.5,88,202207,202208,2022-08-01,gasto
A009771,2022-07-20,P.VIAJE,consumible,consumible_9551,P.VIAJE9,credito_1,-1486.5,88,202207,202208,2022-08-01,gasto
A009773,2022-07-20,P.VIAJE,recreacion,recreacion: nombre_20,P.VIAJE9,credito_1,-8466.0,88,202207,202208,2022-08-01,gasto
A009774,2022-07-20,P.VIAJE,recreacion,recreacion_20,P.VIAJE9,credito_1,-4715.4,88,202207,202208,2022-08-01,gasto
A009775,2022-07-20,P.VIAJE,consumible,consumible_11844,P.VIAJE6,credito_1,-2156.25,88,202207,202208,2022-08-01,gasto
A009776,2022-07-20,P.VIAJE,consumible,consumible_10330,P.VIAJE10,credito_1,-922.5,88,202207,202208,2022-08-01,gasto
A009777,2022-07-20,P.VIAJE,consumible,consumible_9463,P.VIAJE7,credito_1,-1592.25,88,202207,202208,2022-08-01,gasto
A009778,2022-07-20,P.VIAJE,consumible,consumible_9665,P.VIAJE5,credito_1,-1134.0,88,202207,202208,2022-08-01,gasto
A009780,2022-07-21,P.VIAJE,transporte,transporte_7,P.VIAJE7,credito_1,-3063.585,88,202207,202208,2022-08-01,gasto
A009782,2022-07-21,P.VIAJE,consumible,consumible_9907,P.VIAJE3,credito_1,-10510.5,88,202207,202208,2022-08-01,gasto
A009787,2022-07-21,P.VIAJE,transporte,transporte_1,P.VIAJE1,credito_1,-2915.5350000000003,88,202207,202208,2022-08-01,gasto
A009788,2022-07-22,P.VIAJE,consumible,consumible_9526,P.VIAJE4,credito_1,-9805.5,88,202207,202208,2022-08-01,gasto
A009789,2022-07-22,P.VIAJE,consumible,consumible_7898,P.VIAJE2,credito_1,-852.0,88,202207,202208,2022-08-01,gasto
A009790,2022-07-22,P.VIAJE,transporte,transporte_10,P.VIAJE1,credito_1,-5905.4400000000005,88,202207,202208,2022-08-01,gasto
A009791,2022-07-22,P.VIAJE,consumible,consumible_10426,P.VIAJE4,credito_1,-4095.0,88,202207,202208,2022-08-01,gasto
A009792,2022-07-22,P.VIAJE,consumible,consumible_8128,P.VIAJE2,credito_1,-7761.0,88,202207,202208,2022-08-01,gasto
A009793,2022-07-22,P.VIAJE,consumible,consumible_8278,P.VIAJE2,credito_1,-2614.5,88,202207,202208,2022-08-01,gasto
A009794,2022-07-22,P.VIAJE,recreacion,recreacion_2,P.VIAJE2,credito_1,-3178.5,88,202207,202208,2022-08-01,gasto
A009795,2022-07-22,P.VIAJE,consumible,consumible_10488,P.VIAJE2,credito_1,-816.75,88,202207,202208,2022-08-01,gasto
A009796,2022-07-22,P.VIAJE,consumible,consumible_7479,P.VIAJE1,credito_1,-711.0,88,202207,202208,2022-08-01,gasto
A009797,2022-07-22,P.VIAJE,consumible,consumible_7153,P.VIAJE7,credito_1,-1733.25,88,202207,202208,2022-08-01,gasto
A009798,2022-07-22,P.VIAJE,consumible,consumible_7066,P.VIAJE4,credito_1,-1310.25,88,202207,202208,2022-08-01,gasto
A009801,2022-07-23,P.VIAJE,consumible,consumible_8275,P.VIAJE5,credito_1,-5293.5,88,202207,202208,2022-08-01,gasto
A009802,2022-07-23,P.VIAJE,consumible,consumible_11739,P.VIAJE1,credito_1,-14106.0,88,202207,202208,2022-08-01,gasto
A009803,2022-07-23,P.VIAJE,recreacion,recreacion_3,P.VIAJE3,credito_1,-3531.0,88,202207,202208,2022-08-01,gasto
A009806,2022-07-23,P.VIAJE,transporte,transporte_2,P.VIAJE7,credito_1,-2782.29,88,202207,202208,2022-08-01,gasto
A009809,2022-07-24,P.VIAJE,transporte,transporte_9,P.VIAJE10,credito_1,-9474.150000000001,88,202207,202208,2022-08-01,gasto
A009812,2022-07-24,HOGAR,hogar,hogar2252,HOGAR6,credito_1,-9826.650000000001,88,202207,202208,2022-08-01,gasto
A009813,2022-07-24,HOGAR,hogar,hogar1781,HOGAR5,credito_1,-5920.950000000001,88,202207,202208,2022-08-01,gasto
A009814,2022-07-24,NECESIDAD,consumible,consumible_5878,NECESIDAD4,credito_1,-2367.75,88,202207,202208,2022-08-01,gasto
A009815,2022-07-24,HOGAR,hogar,hogar1847,HOGAR1,credito_1,-1204.5,88,202207,202208,2022-08-01,gasto
A009816,2022-07-24,HOGAR,hogar,hogar1854,HOGAR8,credito_1,-4814.1,88,202207,202208,2022-08-01,gasto
A009817,2022-07-24,NECESIDAD,necesidad,necesidad_8,NECESIDAD6,credito_1,-4701.299999999999,88,202207,202208,2022-08-01,gasto
A009818,2022-07-24,NECESIDAD,necesidad,necesidad_16,NECESIDAD4,credito_1,-3643.8,88,202207,202208,2022-08-01,gasto
A009819,2022-07-24,HOGAR,hogar,hogar1909,HOGAR3,credito_1,-9594.0,88,202207,202208,2022-08-01,gasto
A009820,2022-07-24,HOGAR,hogar,hogar1936,HOGAR10,credito_1,-1232.6999999999998,88,202207,202208,2022-08-01,gasto
A009821,2022-07-24,HOGAR,hogar,hogar1939,HOGAR3,credito_1,-8466.0,88,202207,202208,2022-08-01,gasto
A009822,2022-07-24,HOGAR,hogar,hogar1943,HOGAR7,credito_1,-640.5,88,202207,202208,2022-08-01,gasto
A009823,2022-07-24,HOGAR,hogar,hogar1948,HOGAR2,credito_1,-2325.45,88,202207,202208,2022-08-01,gasto
A009824,2022-07-24,HOGAR,hogar,hogar1949,HOGAR3,credito_1,-936.5999999999999,88,202207,202208,2022-08-01,gasto
A009825,2022-07-24,NECESIDAD,necesidad,necesidad_14,NECESIDAD3,credito_1,-2438.25,88,202207,202208,2022-08-01,gasto
A009826,2022-07-24,HOGAR,hogar,hogar1968,HOGAR2,credito_1,-1627.5,88,202207,202208,2022-08-01,gasto
A009827,2022-07-24,HOGAR,hogar,hogar1969,HOGAR3,credito_1,-1437.15,88,202207,202208,2022-08-01,gasto
A009828,2022-07-24,HOGAR,hogar,hogar1767,HOGAR1,credito_1,-5356.950000000001,88,202207,202208,2022-08-01,gasto
A009829,2022-07-24,HOGAR,hogar,hogar1782,HOGAR6,credito_1,-1112.85,88,202207,202208,2022-08-01,gasto
A009830,2022-07-24,HOGAR,hogar,hogar2000,HOGAR4,credito_1,-1535.85,88,202207,202208,2022-08-01,gasto
A009831,2022-07-24,NECESIDAD,necesidad,necesidad_2,NECESIDAD6,credito_1,-2692.05,88,202207,202208,2022-08-01,gasto
A009832,2022-07-24,HOGAR,necesidad,necesidad_10,HOGAR8,credito_1,-1056.45,88,202207,202208,2022-08-01,gasto
A009833,2022-07-24,NECESIDAD,necesidad,necesidad_2,NECESIDAD8,credito_1,-3108.0,88,202207,202208,2022-08-01,gasto
A009834,2022-07-24,HOGAR,hogar,hogar2260,HOGAR4,credito_1,-6280.5,88,202207,202208,2022-08-01,gasto
A009835,2022-07-24,HOGAR,hogar,hogar1723,HOGAR7,credito_1,-4941.0,88,202207,202208,2022-08-01,gasto
A009836,2022-07-24,HOGAR,hogar,hogar1748,HOGAR2,credito_1,-1204.5,88,202207,202208,2022-08-01,gasto
A009837,2022-07-24,HOGAR,hogar,hogar1772,HOGAR6,credito_1,-4306.5,88,202207,202208,2022-08-01,gasto
A009838,2022-07-24,HOGAR,hogar,hogar1789,HOGAR3,credito_1,-1571.1,88,202207,202208,2022-08-01,gasto
A009839,2022-07-24,HOGAR,hogar,hogar1786,HOGAR10,credito_1,-2325.45,88,202207,202208,2022-08-01,gasto
A009840,2022-07-24,NECESIDAD,necesidad,necesidad_17,NECESIDAD3,credito_1,-2515.8,88,202207,202208,2022-08-01,gasto
A009841,2022-07-24,HOGAR,hogar,hogar1811,HOGAR5,credito_1,-2346.6000000000004,88,202207,202208,2022-08-01,gasto
A009842,2022-07-24,HOGAR,hogar,hogar1816,HOGAR10,credito_1,-3411.1499999999996,88,202207,202208,2022-08-01,gasto
A009843,2022-07-24,HOGAR,hogar,hogar1818,HOGAR2,credito_1,-6019.65,88,202207,202208,2022-08-01,gasto
A009844,2022-07-24,HOGAR,hogar,hogar1823,HOGAR7,credito_1,-781.5,88,202207,202208,2022-08-01,gasto
A009846,2022-07-24,HOGAR,hogar,hogar1824,HOGAR8,credito_1,-3580.3500000000004,88,202207,202208,2022-08-01,gasto
A009847,2022-07-24,HOGAR,hogar,hogar2246,HOGAR10,credito_1,-7408.5,88,202207,202208,2022-08-01,gasto
A009848,2022-07-24,HOGAR,hogar,hogar2247,HOGAR1,credito_1,-5364.0,88,202207,202208,2022-08-01,gasto
A009849,2022-07-24,HOGAR,hogar,hogar1914,HOGAR8,credito_1,-4341.75,88,202207,202208,2022-08-01,gasto
A009850,2022-07-24,HOGAR,hogar,hogar1783,HOGAR7,credito_1,-14952.0,88,202207,202208,2022-08-01,gasto
A009851,2022-07-24,HOGAR,hogar,hogar1812,HOGAR6,credito_1,-2121.0,88,202207,202208,2022-08-01,gasto
A009852,2022-07-24,HOGAR,hogar,hogar1913,HOGAR7,credito_1,-2403.0,88,202207,202208,2022-08-01,gasto
A009853,2022-07-24,HOGAR,hogar,hogar1910,HOGAR4,credito_1,-2544.0,88,202207,202208,2022-08-01,gasto
A009854,2022-07-24,HOGAR,hogar,hogar2249,HOGAR3,credito_1,-1698.0,88,202207,202208,2022-08-01,gasto
A009855,2022-07-24,HOGAR,hogar,hogar1912,HOGAR6,credito_1,-711.0,88,202207,202208,2022-08-01,gasto
A009856,2022-07-24,NECESIDAD,consumible,consumible_6342,NECESIDAD10,credito_1,-2156.25,88,202207,202208,2022-08-01,gasto
A009857,2022-07-24,NECESIDAD,consumible,consumible_5891,NECESIDAD1,credito_1,-1557.0,88,202207,202208,2022-08-01,gasto
A009858,2022-07-24,HOGAR,hogar,hogar1829,HOGAR3,credito_1,-1416.0,88,202207,202208,2022-08-01,gasto
A009859,2022-07-24,NECESIDAD,consumible,consumible_5858,NECESIDAD4,credito_1,-1557.0,88,202207,202208,2022-08-01,gasto
A009860,2022-07-24,HOGAR,hogar,hogar1731,HOGAR5,credito_1,-2332.5,88,202207,202208,2022-08-01,gasto
A009861,2022-07-24,NECESIDAD,consumible,consumible_5463,NECESIDAD9,credito_1,-2262.0,88,202207,202208,2022-08-01,gasto
A009862,2022-07-24,HOGAR,hogar,hogar1754,HOGAR8,credito_1,-1204.5,88,202207,202208,2022-08-01,gasto
A009863,2022-07-24,HOGAR,hogar,hogar1868,HOGAR2,credito_1,-1197.4499999999998,88,202207,202208,2022-08-01,gasto
A009864,2022-07-24,HOGAR,hogar,hogar1755,HOGAR9,credito_1,-492.45000000000005,88,202207,202208,2022-08-01,gasto
A009865,2022-07-24,HOGAR,hogar,hogar1803,HOGAR7,credito_1,-4518.0,88,202207,202208,2022-08-01,gasto
A009866,2022-07-24,NECESIDAD,consumible,consumible_4793,NECESIDAD9,credito_1,-3178.5,88,202207,202208,2022-08-01,gasto
A009867,2022-07-24,NECESIDAD,consumible,consumible_6523,NECESIDAD9,credito_1,-1698.0,88,202207,202208,2022-08-01,gasto
A009873,2022-07-24,NECESIDAD,consumible,consumible_4723,NECESIDAD9,credito_1,-1394.85,88,202207,202208,2022-08-01,gasto
A009874,2022-07-24,NECESIDAD,consumible,consumible_3889,NECESIDAD3,credito_1,-3263.805,88,202207,202208,2022-08-01,gasto
A009875,2022-07-24,NECESIDAD,consumible,consumible_7992,NECESIDAD10,credito_1,-3587.3999999999996,88,202207,202208,2022-08-01,gasto
A009876,2022-07-24,HOGAR,hogar,hogar1864,HOGAR8,credito_1,-12625.5,88,202207,202208,2022-08-01,gasto
A009877,2022-07-24,NECESIDAD,consumible,consumible_4706,NECESIDAD6,credito_1,-512.895,88,202207,202208,2022-08-01,gasto
A009878,2022-07-24,NECESIDAD,consumible,consumible_4234,NECESIDAD8,credito_1,-3241.95,88,202207,202208,2022-08-01,gasto
A009879,2022-07-24,HOGAR,hogar,hogar1874,HOGAR8,credito_1,-26112.15,88,202207,202208,2022-08-01,gasto
A009880,2022-07-24,NECESIDAD,necesidad,necesidad_5,NECESIDAD5,credito_1,-5998.5,88,202207,202208,2022-08-01,gasto
A009881,2022-07-24,NECESIDAD,consumible,consumible_3868,NECESIDAD4,credito_1,-4694.25,88,202207,202208,2022-08-01,gasto
A009882,2022-07-24,HOGAR,hogar,hogar1764,HOGAR8,credito_1,-12132.0,88,202207,202208,2022-08-01,gasto
A009883,2022-07-24,HOGAR,hogar,hogar1937,HOGAR1,credito_1,-3813.0,88,202207,202208,2022-08-01,gasto
A009884,2022-07-24,NECESIDAD,consumible,consumible_3698,NECESIDAD4,credito_1,-3453.45,88,202207,202208,2022-08-01,gasto
A009885,2022-07-24,NECESIDAD,consumible,consumible_7132,NECESIDAD10,credito_1,-6010.485,88,202207,202208,2022-08-01,gasto
A009886,2022-07-24,NECESIDAD,consumible,consumible_5883,NECESIDAD9,credito_1,-17527.365,88,202207,202208,2022-08-01,gasto
A009887,2022-07-24,NECESIDAD,necesidad,necesidad_11,NECESIDAD3,credito_1,-8466.0,88,202207,202208,2022-08-01,gasto
A009888,2022-07-24,NECESIDAD,consumible,consumible_3306,NECESIDAD6,credito_1,-3876.45,88,202207,202208,2022-08-01,gasto
A009889,2022-07-24,HOGAR,hogar,hogar1735,HOGAR9,credito_1,-6365.1,88,202207,202208,2022-08-01,gasto
A009890,2022-07-24,HOGAR,hogar,hogar1915,HOGAR9,credito_1,-2395.95,88,202207,202208,2022-08-01,gasto
A009891,2022-07-24,HOGAR,hogar,hogar2014,HOGAR8,credito_1,-21177.15,88,202207,202208,2022-08-01,gasto
A009892,2022-07-24,NECESIDAD,consumible,consumible_7739,NECESIDAD3,credito_1,-400.79999999999995,88,202207,202208,2022-08-01,gasto
A009893,2022-07-24,HOGAR,hogar,hogar1954,HOGAR8,credito_1,-9100.5,88,202207,202208,2022-08-01,gasto
A009894,2022-07-24,NECESIDAD,consumible,consumible_7725,NECESIDAD7,credito_1,-4239.525,88,202207,202208,2022-08-01,gasto
A009895,2022-07-24,NECESIDAD,consumible,consumible_7316,NECESIDAD6,credito_1,-1662.75,88,202207,202208,2022-08-01,gasto
A009896,2022-07-24,NECESIDAD,consumible,consumible_6908,NECESIDAD4,credito_1,-323.25,88,202207,202208,2022-08-01,gasto
A009897,2022-07-24,NECESIDAD,consumible,consumible_6852,NECESIDAD10,credito_1,-182.25,88,202207,202208,2022-08-01,gasto
A009898,2022-07-24,NECESIDAD,necesidad,necesidad_15,NECESIDAD4,credito_1,-11920.5,88,202207,202208,2022-08-01,gasto
A009899,2022-07-24,NECESIDAD,consumible,consumible_6742,NECESIDAD10,credito_1,-4161.2699999999995,88,202207,202208,2022-08-01,gasto
A009900,2022-07-24,NECESIDAD,consumible,consumible_8282,NECESIDAD10,credito_1,-5505.0,88,202207,202208,2022-08-01,gasto
A009901,2022-07-24,NECESIDAD,consumible,consumible_6624,NECESIDAD8,credito_1,-849.885,88,202207,202208,2022-08-01,gasto
A009902,2022-07-24,HOGAR,hogar,hogar1921,HOGAR5,credito_1,-5074.950000000001,88,202207,202208,2022-08-01,gasto
A009903,2022-07-24,NECESIDAD,necesidad,necesidad_1,NECESIDAD1,credito_1,-2544.0,88,202207,202208,2022-08-01,gasto
A009904,2022-07-24,NECESIDAD,consumible,consumible_4085,NECESIDAD7,credito_1,-10863.0,88,202207,202208,2022-08-01,gasto
A009905,2022-07-24,NECESIDAD,consumible,consumible_5750,NECESIDAD2,credito_1,-337.35,88,202207,202208,2022-08-01,gasto
A009906,2022-07-24,NECESIDAD,consumible,consumible_5752,NECESIDAD10,credito_1,-344.4,88,202207,202208,2022-08-01,gasto
A009907,2022-07-24,NECESIDAD,consumible,consumible_5743,NECESIDAD9,credito_1,-3601.5,88,202207,202208,2022-08-01,gasto
A009908,2022-07-24,HOGAR,hogar,hogar2253,HOGAR7,credito_1,-14712.3,88,202207,202208,2022-08-01,gasto
A009909,2022-07-24,HOGAR,hogar,hogar1814,HOGAR8,credito_1,-6477.9,88,202207,202208,2022-08-01,gasto
A009910,2022-07-24,NECESIDAD,consumible,consumible_5557,NECESIDAD5,credito_1,-424.065,88,202207,202208,2022-08-01,gasto
A009911,2022-07-24,NECESIDAD,necesidad,necesidad_9,NECESIDAD3,credito_1,-2529.8999999999996,88,202207,202208,2022-08-01,gasto
A009912,2022-07-24,NECESIDAD,consumible,consumible_5351,NECESIDAD1,credito_1,-5709.450000000001,88,202207,202208,2022-08-01,gasto
A009913,2022-07-24,NECESIDAD,consumible,consumible_5327,NECESIDAD5,credito_1,-127.26,88,202207,202208,2022-08-01,gasto
A009915,2022-07-24,TRANSPORTE,transporte,transporte_15,TRANSPORTE10,credito_1,-3615.6000000000004,88,202207,202208,2022-08-01,gasto
A009916,2022-07-25,NECESIDAD,consumible,consumible_6816,NECESIDAD6,credito_1,-1021.2,88,202207,202208,2022-08-01,gasto
A009917,2022-07-25,NECESIDAD,consumible,consumible_6334,NECESIDAD8,credito_1,-2959.95,88,202207,202208,2022-08-01,gasto
A009918,2022-07-25,HOGAR,hogar,hogar1830,HOGAR4,credito_1,-10510.5,88,202207,202208,2022-08-01,gasto
A009919,2022-07-25,NECESIDAD,consumible,consumible_6853,NECESIDAD9,credito_1,-2431.2,88,202207,202208,2022-08-01,gasto
A009920,2022-07-25,NECESIDAD,necesidad,necesidad_2,NECESIDAD7,credito_1,-5293.5,88,202207,202208,2022-08-01,gasto
A009921,2022-07-25,NECESIDAD,necesidad,necesidad_13,NECESIDAD5,credito_1,-3143.25,88,202207,202208,2022-08-01,gasto
A009922,2022-07-25,HOGAR,hogar,hogar1941,HOGAR5,credito_1,-17821.35,88,202207,202208,2022-08-01,gasto
A009923,2022-07-25,NECESIDAD,consumible,consumible_3401,NECESIDAD1,credito_1,-3382.95,88,202207,202208,2022-08-01,gasto
A009924,2022-07-25,HOGAR,hogar,hogar1966,HOGAR10,credito_1,-5829.299999999999,88,202207,202208,2022-08-01,gasto
A009925,2022-07-25,HOGAR,hogar,hogar1825,HOGAR9,credito_1,-5505.0,88,202207,202208,2022-08-01,gasto
A009926,2022-07-25,NECESIDAD,consumible,consumible_7879,NECESIDAD3,credito_1,-512.19,88,202207,202208,2022-08-01,gasto
A009927,2022-07-25,NECESIDAD,consumible,consumible_6993,NECESIDAD9,credito_1,-922.5,88,202207,202208,2022-08-01,gasto
A009928,2022-07-25,HOGAR,hogar,hogar2251,HOGAR5,credito_1,-6280.5,88,202207,202208,2022-08-01,gasto
A009929,2022-07-25,NECESIDAD,consumible,consumible_3757,NECESIDAD5,credito_1,-830.8499999999999,88,202207,202208,2022-08-01,gasto
A009930,2022-07-25,HOGAR,hogar,hogar1753,HOGAR7,credito_1,-2050.5,88,202207,202208,2022-08-01,gasto
A009931,2022-07-25,NECESIDAD,consumible,consumible_6108,NECESIDAD4,credito_1,-3202.4700000000003,88,202207,202208,2022-08-01,gasto
A009932,2022-07-25,NECESIDAD,consumible,consumible_5043,NECESIDAD9,credito_1,-5122.89,88,202207,202208,2022-08-01,gasto
A009933,2022-07-25,HOGAR,manualidad,manualidad_20,HOGAR9,credito_1,-1698.0,88,202207,202208,2022-08-01,gasto
A009934,2022-07-25,HOGAR,hogar,hogar1828,HOGAR2,credito_1,-985.95,88,202207,202208,2022-08-01,gasto
A009935,2022-07-26,HOGAR,hogar,hogar1800,HOGAR4,credito_1,-3672.0,88,202207,202208,2022-08-01,gasto
A009936,2022-07-26,HOGAR,hogar,hogar1813,HOGAR7,credito_1,-6985.5,88,202207,202208,2022-08-01,gasto
A009937,2022-07-26,HOGAR,manualidad,manualidad_1,HOGAR7,credito_1,-5928.0,88,202207,202208,2022-08-01,gasto
A009940,2022-07-26,HOGAR,hogar,"5.hogar_13",HOGAR9,credito_1,-12766.5,88,202207,202208,2022-08-01,gasto
A009941,2022-07-26,HOGAR,hogar,"1.hogar_9",HOGAR1,credito_1,-12696.0,88,202207,202208,2022-08-01,gasto
A009942,2022-07-26,HOGAR,hogar,hogar1957,HOGAR1,credito_1,-3954.0,88,202207,202208,2022-08-01,gasto
A009943,2022-07-26,P.GUSTOS,gustos,gustos_4903,P.GUSTOS1,credito_1,-10581.0,88,202207,202208,2022-08-01,gasto
A009944,2022-07-26,P.GUSTOS,gustos,gustos_4780,P.GUSTOS4,credito_1,-68320.5,88,202207,202208,2022-08-01,gasto
A009945,2022-07-26,LIBRE,consumible,consumible_2261,LIBRE8,credito_1,-2861.25,88,202207,202208,2022-08-01,gasto
A009946,2022-07-26,LIBRE,consumible,consumible_3899,LIBRE10,credito_1,-4800.0,88,202207,202208,2022-08-01,gasto
A009949,2022-07-27,HOGAR,hogar,hogar1848,HOGAR2,credito_1,-2297.25,88,202207,202208,2022-08-01,gasto
A009950,2022-07-27,NECESIDAD,consumible,consumible_4549,NECESIDAD3,credito_1,-2579.25,88,202207,202208,2022-08-01,gasto
A009951,2022-07-27,NECESIDAD,consumible,consumible_3857,NECESIDAD5,credito_1,-384.585,88,202207,202208,2022-08-01,gasto
A009952,2022-07-27,NECESIDAD,necesidad,necesidad_12,NECESIDAD10,credito_1,-11920.5,88,202207,202208,2022-08-01,gasto
A009953,2022-07-27,NECESIDAD,consumible,consumible_8105,NECESIDAD7,credito_1,-542.505,88,202207,202208,2022-08-01,gasto
A009954,2022-07-27,NECESIDAD,necesidad,necesidad_8,NECESIDAD7,credito_1,-6280.5,88,202207,202208,2022-08-01,gasto
A009955,2022-07-27,HOGAR,hogar,hogar1741,HOGAR5,credito_1,-9523.5,88,202207,202208,2022-08-01,gasto
A009956,2022-07-27,HOGAR,hogar,hogar1739,HOGAR3,credito_1,-10722.0,88,202207,202208,2022-08-01,gasto
A009957,2022-07-27,NECESIDAD,consumible,consumible_6290,NECESIDAD2,credito_1,-1169.25,88,202207,202208,2022-08-01,gasto
A009958,2022-07-27,NECESIDAD,consumible,consumible_5856,NECESIDAD6,credito_1,-823.8,88,202207,202208,2022-08-01,gasto
A009959,2022-07-27,NECESIDAD,consumible,consumible_5850,NECESIDAD2,credito_1,-1014.1500000000001,88,202207,202208,2022-08-01,gasto
A009960,2022-07-27,NECESIDAD,consumible,consumible_4755,NECESIDAD7,credito_1,-2967.0,88,202207,202208,2022-08-01,gasto
A009961,2022-07-27,NECESIDAD,consumible,consumible_3769,NECESIDAD3,credito_1,-5293.5,88,202207,202208,2022-08-01,gasto
A009966,2022-07-27,HOGAR,hogar,hogar1875,HOGAR9,credito_1,-440560.5,88,202207,202208,2022-08-01,gasto
A009968,2022-07-28,NECESIDAD,consumible,consumible_7260,NECESIDAD2,credito_1,-3023.3999999999996,88,202207,202208,2022-08-01,gasto
A009969,2022-07-28,NECESIDAD,consumible,consumible_3877,NECESIDAD5,credito_1,-3238.425,88,202207,202208,2022-08-01,gasto
A009970,2022-07-28,NECESIDAD,consumible,consumible_5434,NECESIDAD8,credito_1,-1839.0,88,202207,202208,2022-08-01,gasto
A009971,2022-07-28,NECESIDAD,consumible,consumible_7129,NECESIDAD3,credito_1,-4835.25,88,202207,202208,2022-08-01,gasto
A009972,2022-07-28,HOGAR,hogar,hogar1855,HOGAR9,credito_1,-4165.5,88,202207,202208,2022-08-01,gasto
A009973,2022-07-28,HOGAR,gustos,gustos1328,HOGAR2,credito_1,-5258.25,88,202207,202208,2022-08-01,gasto
A009974,2022-07-28,NECESIDAD,consumible,consumible_5111,NECESIDAD1,credito_1,-3023.3999999999996,88,202207,202208,2022-08-01,gasto
A009975,2022-07-28,NECESIDAD,consumible,consumible_4385,NECESIDAD7,credito_1,-2748.45,88,202207,202208,2022-08-01,gasto
A009976,2022-07-28,NECESIDAD,consumible,consumible_3944,NECESIDAD8,credito_1,-4933.950000000001,88,202207,202208,2022-08-01,gasto
A009977,2022-07-28,HOGAR,hogar,hogar1911,HOGAR5,credito_1,-3136.2,88,202207,202208,2022-08-01,gasto
A009978,2022-07-28,NECESIDAD,consumible,consumible_6740,NECESIDAD2,credito_1,-6067.59,88,202207,202208,2022-08-01,gasto
A009979,2022-07-28,NECESIDAD,consumible,consumible_3541,NECESIDAD1,credito_1,-1077.6,88,202207,202208,2022-08-01,gasto
A009980,2022-07-28,HOGAR,hogar,hogar2016,HOGAR10,credito_1,-3672.0,88,202207,202208,2022-08-01,gasto
A009981,2022-07-28,NECESIDAD,consumible,consumible_7724,NECESIDAD8,credito_1,-4729.5,88,202207,202208,2022-08-01,gasto
A009982,2022-07-28,NECESIDAD,consumible,consumible_7148,NECESIDAD4,credito_1,-4017.45,88,202207,202208,2022-08-01,gasto
A009983,2022-07-28,NECESIDAD,consumible,consumible_6978,NECESIDAD4,credito_1,-3954.0,88,202207,202208,2022-08-01,gasto
A009984,2022-07-28,NECESIDAD,consumible,consumible_6006,NECESIDAD6,credito_1,-3862.3500000000004,88,202207,202208,2022-08-01,gasto
