"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","monto","id_viaje","grupo_viaje","periodo_fact_c_diaria"
A009671,2022-06-26,P.VIAJE,recreacion,recreacion_13,P.VIAJE2,-3108.0,V087,G060,202206
A004899,2019-03-25,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE1,-3883.5,V052,G036,201903
A011983,2023-06-07,P.VIAJE,transporte,transporte_5,P.VIAJE4,-7056.0,V102,G067,202306
A003774,2018-05-26,P.VIAJE,recreacion,recreacion_3,P.VIAJE2,-2685.0,V046,G030,201805
A014127,2024-05-03,P.VIAJE,deuda,deuda: nombre_20,P.VIAJE4,1608.4499999999998,V122,G075,202405
A001443,2016-09-24,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE9,-5885.700000000001,V013,G011,201609
A000265,2015-08-29,P.VIAJE,consumible,consumible_7592,P.VIAJE8,-4236.0,V003,G002,201508
A005802,2019-10-02,P.VIAJE,recreacion,recreacion_16,P.VIAJE10,-811.8149999999999,V065,G046,201910
A014144,2024-05-03,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE3,124735.29000000001,V123,G075,202405
A001075,2016-06-04,P.VIAJE,consumible,consumible_8416,P.VIAJE4,-7056.0,V010,G009,201606
A014218,2024-05-03,P.VIAJE,deuda,deuda: nombre_16,P.VIAJE7,1799.5049999999999,V119,G075,202405
A012651,2023-09-27,P.VIAJE,educacion,educacion_5984,P.VIAJE6,-18336.0,V109,G071,202309
A013704,2024-04-02,P.VIAJE,deuda,deuda: nombre_6,P.VIAJE6,19512.63,V120,G075,202404
A013629,2024-03-23,P.VIAJE,consumible,consumible_11632,P.VIAJE8,-2649.75,V114,G074,202403
A004025,2018-07-24,RECREACION,recreacion,recreacion_20,RECREACION4,-2113.95,V048,G032,201807
A006277,2019-12-28,P.VIAJE,gustos,gustos_5184,P.VIAJE6,-2221.674,V074,G050,201912
A003896,2018-06-22,P.VIAJE,evento,evento_5657,P.VIAJE3,-7056.0,V047,G031,201806
A013838,2024-04-14,P.VIAJE,deuda,deuda: nombre_6,P.VIAJE8,-1513.9950000000001,V119,G075,202404
A013651,2024-03-27,P.VIAJE,hogar,hogar: nombre_19,P.VIAJE8,-19746.0,V114,G074,202403
A012948,2023-11-19,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE9,-226522.5,V115,G075,202311
A013948,2024-04-20,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE9,-7802.595,V123,G075,202404
A002038,2017-03-26,P.VIAJE,necesidad,necesidad_17,P.VIAJE8,53926.5,V021,G016,201703
A013351,2024-02-05,P.VIAJE,deuda,deuda: nombre_3,P.VIAJE4,80469.045,V129,G075,202402
A013634,2024-03-25,P.VIAJE,hogar,hogar: nombre_20,P.VIAJE3,-31026.0,V114,G074,202403
A004970,2019-04-07,RECREACION,consumible,consumible_13536,RECREACION4,-1768.5,V053,G037,201904
A011044,2022-12-27,P.VIAJE,consumible,consumible_8076,P.VIAJE4,-27501.0,V100,G066,202212
A005114,2019-05-08,P.VIAJE,consumible,consumible_11113,P.VIAJE7,29.25,V056,G039,201905
A013763,2024-04-08,P.VIAJE,deuda,deuda: nombre_4,P.VIAJE7,-69096.00000000001,V115,G075,202404
A014036-1,2024-04-27,P.VIAJE,deuda,deuda: nombre_9,P.VIAJE7,-9382.5,V133,G075,202404
A013985,2024-04-23,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE2,-2590.5299999999997,V128,G075,202404
A009478,2022-05-16,P.VIAJE,consumible,consumible_7994,P.VIAJE6,-17983.5,V086,G059,202205
A014028,2024-04-27,P.VIAJE,deuda,deuda: nombre_15,P.VIAJE10,-31024.59,V133,G075,202404
A015471,2025-02-24,P.VIAJE,deuda,deuda: nombre_3,P.VIAJE4,-277339.605,V143,G081,202502
A015922,2025-07-06,P.VIAJE,consumible,consumible_11303,P.VIAJE7,-3531.0,V147,G082,202507
A011891,2023-05-20,P.VIAJE,consumible,consumible_9557,P.VIAJE3,-1909.5,V101,G067,202305
A014613,2024-07-17,P.VIAJE,recreacion,recreacion_18,P.VIAJE10,-3531.0,V134,G076,202407
A013472,2024-03-01,P.VIAJE,necesidad,necesidad_11,P.VIAJE3,-13330.5,V114,G074,202403
A003068,2017-11-26,P.VIAJE,consumible,consumible_7799,P.VIAJE1,-12652.994999999999,V034,G022,201711
A003038,2017-11-20,P.VIAJE,regalo,regalo_5,P.VIAJE2,-10756.545,V034,G022,201711
A004971,2019-04-07,RECREACION,deuda,deuda: nombre_10,RECREACION5,-10228.5,V053,G037,201904
A005014,2019-04-18,P.VIAJE,consumible,consumible_9117,P.VIAJE3,-7056.0,V055,G038,201904
A004995,2019-04-14,P.VIAJE,regalo,regalo_8,P.VIAJE8,-570.0,V054,G038,201904
A015662,2025-04-14,P.VIAJE,evento,evento_5855,P.VIAJE5,-28382.25,V143,G081,202504
A006009,2019-11-01,P.VIAJE,deuda,deuda: nombre_9,P.VIAJE8,-480566.43,V074,G050,201911
A005081,2019-05-02,P.VIAJE,necesidad,necesidad_8,P.VIAJE5,-63681.600000000006,V056,G039,201905
A003016,2017-11-17,P.VIAJE,recreacion,recreacion_18,P.VIAJE6,-6747.915,V031,G022,201711
A005043,2019-04-23,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE1,-17631.0,V056,G039,201904
A014175,2024-05-03,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE5,2606.73,V132,G075,202405
A002977,2017-11-10,P.VIAJE,deuda,deuda_6150,P.VIAJE10,-3531.0,V030,G022,201711
A015696,2025-04-18,P.VIAJE,gustos,"3.gustos_19",P.VIAJE7,-14740.5,V143,G081,202504
A009793,2022-07-22,P.VIAJE,consumible,consumible_8278,P.VIAJE2,-2614.5,V088,G061,202207
A001499,2016-10-11,P.VIAJE,transporte,transporte_10,P.VIAJE8,-39934.38,V019,G016,201610
A012622,2023-09-23,P.VIAJE,necesidad,"6.necesidad_2",P.VIAJE8,-105756.0,V109,G071,202309
A011883,2023-05-15,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE6,-4941.0,V102,G067,202305
A002888,2017-10-21,P.VIAJE,recreacion,recreacion_1,P.VIAJE4,-1063.5,V027,G021,201710
A005331,2019-06-16,P.VIAJE,consumible,consumible_8345,P.VIAJE5,-1909.5,V061,G042,201906
A002312,2017-06-10,P.VIAJE,deuda,deuda: nombre_4,P.VIAJE5,-7056.0,V023,G017,201706
A002782,2017-10-06,P.VIAJE,consumible,consumible_10726,P.VIAJE4,-5293.5,V026,G020,201710
A013973,2024-04-22,P.VIAJE,consumible,consumible_11837,P.VIAJE3,-1944.75,V127,G075,202404
A013105,2023-12-23,P.VIAJE,consumible,consumible_11727,P.VIAJE3,-7056.0,V112,G072,202312
A003012,2017-11-16,P.VIAJE,consumible,consumible_8564,P.VIAJE6,-5624.1449999999995,V031,G022,201711
A009798,2022-07-22,P.VIAJE,consumible,consumible_7066,P.VIAJE4,-1310.25,V088,G061,202207
A011978,2023-06-06,P.VIAJE,consumible,consumible_11294,P.VIAJE6,-3883.5,V102,G067,202306
A005800,2019-10-01,P.VIAJE,transporte,transporte_8,P.VIAJE7,-3813.705,V065,G046,201910
A001923,2017-03-12,P.VIAJE,consumible,consumible_8655,P.VIAJE5,-8466.0,V019,G016,201703
A009767,2022-07-20,P.VIAJE,consumible,consumible_9344,P.VIAJE6,-2262.0,V088,G061,202207
A014625,2024-07-20,P.VIAJE,consumible,consumible_11145,P.VIAJE5,-1380.75,V136,G076,202407
A015928,2025-07-07,P.VIAJE,transporte,transporte_15,P.VIAJE4,-24681.0,V147,G082,202507
A013839,2024-04-14,P.VIAJE,necesidad,necesidad_8,P.VIAJE3,-11929.3125,V119,G075,202404
A008746,2021-10-30,P.VIAJE,gustos,gustos_5593,P.VIAJE7,-33803.7,V084,G057,202110
A005257,2019-06-08,P.VIAJE,consumible,consumible_8382,P.VIAJE8,-25177.32,V060,G041,201906
A002987,2017-11-11,INGRESO,inversion,divisa_1,INGRESO1,-1984.935,V031,G022,201711
A013797,2024-04-10,P.VIAJE,evento,evento_5629,P.VIAJE1,-6310.8150000000005,V116,G075,202404
A013077,2023-12-18,P.VIAJE,necesidad,necesidad_8,P.VIAJE7,-30225.12,V113,G072,202312
A008739,2021-10-29,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE3,-6139.5,V084,G057,202110
A005011,2019-04-17,P.VIAJE,consumible,consumible_11312,P.VIAJE8,-2121.0,V055,G038,201904
A005016,2019-04-18,P.VIAJE,consumible,consumible_10481,P.VIAJE9,-570.0,V055,G038,201904
A008322,2021-06-27,RECREACION,consumible,consumible_12202,RECREACION8,-5646.0,V082,G055,202106
A003086,2017-11-27,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE5,-2826.0,V036,G022,201711
A005009,2019-04-17,P.VIAJE,transporte,transporte_7,P.VIAJE6,-301.39500000000004,V055,G038,201904
A013134,2023-12-29,P.VIAJE,hogar,hogar_5009,P.VIAJE1,-3108.0,V113,G072,202312
A012626,2023-09-23,P.VIAJE,consumible,consumible_10668,P.VIAJE2,-23976.0,V109,G071,202309
A010421,2022-09-19,P.VIAJE,regalo,regalo: nombre_10,P.VIAJE4,-46839.149999999994,V099,G065,202209
A009494,2022-05-18,P.VIAJE,regalo,regalo: nombre_11,P.VIAJE4,-4095.0,V086,G059,202205
A013972,2024-04-22,P.VIAJE,consumible,consumible_11096,P.VIAJE4,-7762.41,V127,G075,202404
A013648,2024-03-27,P.VIAJE,deuda,deuda: nombre_3,P.VIAJE3,21144.0,V114,G074,202403
A011079,2023-01-05,P.VIAJE,consumible,consumible_8376,P.VIAJE4,-3883.5,V100,G066,202301
A011007,2022-12-16,P.VIAJE,consumible,consumible_7942,P.VIAJE8,-11997.345,V100,G066,202212
A013354,2024-02-05,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE7,64528.29,V120,G075,202402
A005300,2019-06-14,P.VIAJE,recreacion,recreacion_2,P.VIAJE1,-852.0,V061,G042,201906
A002332,2017-06-11,P.VIAJE,transporte,transporte_6,P.VIAJE4,-8945.4,V023,G017,201706
A015921,2025-07-06,P.VIAJE,regalo,regalo_9,P.VIAJE10,-2826.0,V146,G082,202507
A014027,2024-04-27,P.VIAJE,consumible,consumible_10806,P.VIAJE4,-13141.56,V133,G075,202404
A002845,2017-10-15,P.VIAJE,transporte,transporte_5,P.VIAJE2,-199.17000000000002,V026,G020,201710
A011020,2022-12-19,P.VIAJE,consumible,consumible_10995,P.VIAJE5,-1137.525,V100,G066,202212
A000220,2015-08-09,P.VIAJE,transporte,transporte_2,P.VIAJE10,-7761.0,V002,G002,201508
A013070,2023-12-17,P.VIAJE,consumible,consumible_10542,P.VIAJE8,-3813.0,V112,G072,202312
A006296,2019-12-31,P.VIAJE,consumible,consumible_10550,P.VIAJE10,-5449.445999999999,V075,G050,201912
A013827-1,2024-04-13,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE10,-4403.4375,V119,G075,202404
A006324,2020-01-07,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE8,-42517.5,V078,G052,202001
A015599,2025-03-31,P.VIAJE,necesidad,necesidad_13,P.VIAJE5,-8818.5,V142,G080,202503
A005305,2019-06-14,P.VIAJE,recreacion,recreacion_3,P.VIAJE2,-5787.0,V061,G042,201906
A001917,2017-03-11,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE7,-14106.0,V019,G016,201703
A012632,2023-09-24,P.VIAJE,transporte,transporte_2,P.VIAJE9,-4870.5,V109,G071,202309
A014187,2024-05-03,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE6,1093.4475,V116,G075,202405
A014184,2024-05-03,P.VIAJE,deuda,deuda: nombre_10,P.VIAJE3,7533.2699999999995,V115,G075,202405
A014727,2024-08-10,P.VIAJE,consumible,consumible_10933,P.VIAJE7,-1486.5,V139,G077,202408
A014253,2024-05-03,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE2,1365.225,V122,G075,202405
A013923,2024-04-19,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE1,-2926.815,V123,G075,202404
A008567,2021-09-13,P.VIAJE,regalo,regalo: nombre_11,P.VIAJE6,-129125.34,V084,G057,202109
A006286,2019-12-30,P.VIAJE,transporte,transporte_20,P.VIAJE3,-20521.5,V074,G050,201912
A011896,2023-05-23,P.VIAJE,regalo,regalo: nombre_8,P.VIAJE7,-1767.7949999999998,V101,G067,202305
A015919,2025-07-06,P.VIAJE,regalo,regalo: nombre_19,P.VIAJE1,-8466.0,V146,G082,202507
A002999,2017-11-12,P.VIAJE,consumible,consumible_10358,P.VIAJE2,-1466.76,V031,G022,201711
A002570,2017-08-04,P.VIAJE,consumible,consumible_11291,P.VIAJE9,-7056.0,V025,G019,201708
A001394,2016-09-18,P.VIAJE,consumible,consumible_9685,P.VIAJE5,-17631.0,V012,G010,201609
A014147,2024-05-03,P.VIAJE,deuda,deuda: nombre_15,P.VIAJE6,19485.135000000002,V123,G075,202405
A006512,2020-03-13,INGRESO,actividad,actividad_3,INGRESO6,-366606.0,V078,G052,202003
A012637,2023-09-25,P.VIAJE,gustos,gustos_5304,P.VIAJE6,-10087.5,V109,G071,202309
A002324,2017-06-11,P.VIAJE,transporte,transporte_3,P.VIAJE3,-4281.12,V023,G017,201706
A013561,2024-03-12,P.VIAJE,evento,evento_5758,P.VIAJE2,-16922.1225,V122,G075,202403
A009772,2022-07-20,P.VIAJE,recreacion,recreacion: nombre_19,P.VIAJE8,7044.0,V088,G061,202207
A015588,2025-03-29,P.VIAJE,consumible,consumible_7966,P.VIAJE4,-12696.0,V142,G080,202503
A010291,2022-09-02,P.VIAJE,transporte,transporte_12,P.VIAJE8,-1063.5,V094,G063,202209
A009525,2022-05-21,P.VIAJE,consumible,consumible_8474,P.VIAJE6,-10792.5,V086,G059,202205
A001447,2016-09-25,P.VIAJE,necesidad,necesidad_12,P.VIAJE6,-11202.81,V013,G011,201609
A005758,2019-09-28,P.VIAJE,recreacion,recreacion_14,P.VIAJE8,-4659.0,V065,G046,201909
A001001,2016-05-17,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE5,-84606.0,V013,G011,201605
A005314,2019-06-15,P.VIAJE,recreacion,recreacion_17,P.VIAJE7,-5082.0,V061,G042,201906
A003667,2018-05-04,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE7,35244.0,V045,G029,201805
A014022,2024-04-26,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE5,-5858.91,V132,G075,202404
A010527,2022-10-02,P.VIAJE,consumible,consumible_8024,P.VIAJE6,-10581.0,V096,G064,202210
A014754,2024-08-12,P.VIAJE,transporte,transporte_8,P.VIAJE8,-2896.5,V139,G077,202408
A013596,2024-03-13,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE4,-15561.4725,V131,G075,202403
A013592,2024-03-13,P.VIAJE,deuda,deuda: nombre_4,P.VIAJE2,-20829.232500000002,V129,G075,202403
A009502,2022-05-19,P.VIAJE,recreacion,recreacion_9,P.VIAJE2,-2826.0,V086,G059,202205
A004883,2019-03-23,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE7,-3531.0,V052,G036,201903
A013966,2024-04-21,P.VIAJE,deuda,deuda: nombre_8,P.VIAJE10,-7802.595,V125,G075,202404
A012356,2023-08-02,P.VIAJE,regalo,regalo: nombre_20,P.VIAJE5,-11286.0,V107,G069,202308
A014190,2024-05-03,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE9,1225.2825,V116,G075,202405
A013898,2024-04-17,P.VIAJE,consumible,consumible_7157,P.VIAJE3,-6054.195000000001,V122,G075,202404
A010298,2022-09-02,P.VIAJE,consumible,consumible_7840,P.VIAJE10,-11991.0,V094,G063,202209
A009457,2022-05-14,P.VIAJE,consumible,consumible_10011,P.VIAJE9,-147.0,V086,G059,202205
A006446,2020-02-25,RECREACION,consumible,consumible_13423,RECREACION7,-4941.0,V076,G051,202002
A015679,2025-04-15,P.VIAJE,transporte,transporte_19,P.VIAJE10,-8043.0,V143,G081,202504
A009508,2022-05-19,P.VIAJE,consumible,consumible_7954,P.VIAJE6,-15657.0,V086,G059,202205
A011943,2023-06-01,P.VIAJE,transporte,transporte_4,P.VIAJE3,-7056.0,V102,G067,202306
A014740,2024-08-11,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE9,-3883.5,V139,G077,202408
A010979,2022-12-13,P.VIAJE,regalo,regalo: nombre_16,P.VIAJE6,-15516.0,V100,G066,202212
A006550,2020-03-16,P.VIAJE,recreacion,recreacion_10,P.VIAJE4,-2826.0,V078,G052,202003
A006101,2019-11-25,P.VIAJE,deuda,deuda: nombre_3,P.VIAJE1,-165557.625,V078,G052,201911
A013891,2024-04-17,P.VIAJE,consumible,consumible_9523,P.VIAJE7,-3049.1325,V122,G075,202404
A002349,2017-06-12,P.VIAJE,transporte,transporte_12,P.VIAJE5,-9261.24,V023,G017,201706
A002023,2017-03-20,P.VIAJE,gustos,gustos_5535,P.VIAJE5,-6774.0,V022,G016,201703
A008711,2021-10-23,P.VIAJE,transporte,transporte: nombre_12,P.VIAJE7,-7056.0,V083,G056,202110
A014156,2024-05-03,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE6,7751.115,V127,G075,202405
A001768,2017-01-20,P.VIAJE,consumible,consumible_7581,P.VIAJE9,-7056.0,V018,G015,201701
A005041,2019-04-23,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE9,-17631.0,V056,G039,201904
A000281,2015-09-03,P.VIAJE,evento,evento_5687,P.VIAJE3,-55295.625,V005,G004,201509
A001706,2016-12-28,P.VIAJE,regalo,regalo: nombre_2,P.VIAJE9,-28206.0,V018,G015,201612
A005785,2019-09-30,P.VIAJE,transporte,transporte_2,P.VIAJE1,-3531.0,V065,G046,201909
A015905,2025-07-05,P.VIAJE,consumible,consumible_11717,P.VIAJE3,-14106.0,V145,G082,202507
A013817,2024-04-12,P.VIAJE,consumible,consumible_11846,P.VIAJE4,-12516.224999999999,V119,G075,202404
A010183,2022-08-20,P.VIAJE,consumible,consumible_9704,P.VIAJE6,-4236.0,V090,G062,202208
A013930-1,2024-04-19,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE5,-1076.895,V123,G075,202404
A010554,2022-10-06,P.VIAJE,recreacion,recreacion_19,P.VIAJE3,-17631.0,V098,G064,202210
A005566,2019-08-10,P.VIAJE,deuda,deuda: nombre_16,P.VIAJE6,5634.0,V063,G044,201908
A009692,2022-06-30,P.VIAJE,consumible,consumible_8401,P.VIAJE9,-16926.0,V087,G060,202206
A000418,2015-11-01,TRANSPORTE,transporte,transporte_18,TRANSPORTE10,-7056.0,V004,G003,201511
A008713,2021-10-23,P.VIAJE,consumible,consumible_8404,P.VIAJE6,-9876.0,V083,G056,202110
A013980,2024-04-23,P.VIAJE,consumible,consumible_7341,P.VIAJE9,-354.975,V128,G075,202404
A000613,2016-01-02,P.VIAJE,evento,"6.evento_18",P.VIAJE2,-7761.0,V007,G006,201601
A011945,2023-06-01,P.VIAJE,consumible,consumible_8136,P.VIAJE4,-3108.0,V102,G067,202306
A003646,2018-05-03,P.VIAJE,consumible,consumible_9710,P.VIAJE10,-4588.5,V045,G029,201805
A013779-1,2024-04-09,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE10,-2198.55,V116,G075,202404
A013975,2024-04-23,P.VIAJE,transporte,transporte_7,P.VIAJE2,-9891.8625,V128,G075,202404
A013115,2023-12-26,P.VIAJE,hogar,hogar_5087,P.VIAJE3,-7020.75,V113,G072,202312
A013882,2024-04-16,P.VIAJE,consumible,consumible_9591,P.VIAJE9,-576.345,V122,G075,202404
A014194,2024-05-03,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE3,1489.305,V116,G075,202405
A013789-1,2024-04-09,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE10,-979.9575,V116,G075,202404
A003910,2018-06-23,P.VIAJE,consumible,consumible_8816,P.VIAJE4,-3531.0,V047,G031,201806
A001931,2017-03-12,P.VIAJE,transporte,transporte_14,P.VIAJE5,-5749.635,V019,G016,201703
A014141,2024-05-03,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE9,3485.8650000000002,V123,G075,202405
A013240,2024-01-13,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE9,-64540.29,V120,G075,202401
A005044,2019-04-23,P.VIAJE,transporte,transporte_14,P.VIAJE8,-44.07,V055,G038,201904
A005949,2019-10-24,RECREACION,deuda,deuda: nombre_17,RECREACION6,-4236.0,V070,G047,201910
A006073,2019-11-16,RECREACION,recreacion,recreacion_13,RECREACION9,-2826.0,V071,G048,201911
A015671,2025-04-14,P.VIAJE,necesidad,necesidad_17,P.VIAJE6,-570.0,V143,G081,202504
A011993,2023-06-11,P.VIAJE,hogar,hogar_4776,P.VIAJE4,-14282.25,V103,G067,202306
A010522,2022-10-02,P.VIAJE,recreacion,recreacion_2,P.VIAJE1,-4144.35,V096,G064,202210
A002898,2017-10-22,P.VIAJE,regalo,regalo_5,P.VIAJE5,-2826.0,V028,G021,201710
A013964,2024-04-21,P.VIAJE,consumible,consumible_8202,P.VIAJE8,-5203.965,V125,G075,202404
A001493,2016-10-10,P.VIAJE,deuda,deuda: nombre_12,P.VIAJE9,-56406.0,V013,G011,201610
A013969,2024-04-22,P.VIAJE,transporte,transporte_1,P.VIAJE8,-3969.1575000000003,V127,G075,202404
A013900-1,2024-04-18,P.VIAJE,deuda,deuda: nombre_20,P.VIAJE4,-696.9000000000001,V122,G075,202404
A005087,2019-05-03,P.VIAJE,transporte,transporte_14,P.VIAJE1,-59957.79,V056,G039,201905
A010305,2022-09-03,P.VIAJE,recreacion,recreacion_18,P.VIAJE9,-711.0,V094,G063,202209
A008740,2021-10-29,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE4,-6139.5,V084,G057,202110
A007214,2020-09-18,P.VIAJE,regalo,regalo: nombre_12,P.VIAJE9,-6633.0,V079,G053,202009
A012353,2023-08-01,P.VIAJE,necesidad,necesidad_18,P.VIAJE7,-282006.0,V106,G069,202308
A013952,2024-04-20,P.VIAJE,necesidad,necesidad_16,P.VIAJE5,-973.26,V124,G075,202404
A001924,2017-03-12,P.VIAJE,consumible,consumible_8222,P.VIAJE8,-5646.0,V019,G016,201703
A014730,2024-08-10,P.VIAJE,consumible,consumible_9854,P.VIAJE6,-4623.75,V139,G077,202408
A005355,2019-06-21,P.VIAJE,transporte,transporte_15,P.VIAJE9,-27.15,V061,G042,201906
A002793,2017-10-07,P.VIAJE,consumible,consumible_7287,P.VIAJE3,-8466.0,V026,G020,201710
A001418,2016-09-23,P.VIAJE,necesidad,necesidad_9,P.VIAJE9,-11765.400000000001,V013,G011,201609
A009008,2021-12-23,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE2,-1028.25,V085,G058,202112
A003890,2018-06-21,P.VIAJE,consumible,consumible_10720,P.VIAJE10,-2121.0,V047,G031,201806
A005820,2019-10-03,P.VIAJE,transporte,transporte_17,P.VIAJE9,-2121.0,V066,G046,201910
A002330,2017-06-11,P.VIAJE,consumible,consumible_8158,P.VIAJE2,-2755.5,V023,G017,201706
A005265,2019-06-09,P.VIAJE,recreacion,recreacion_13,P.VIAJE6,-8466.0,V060,G041,201906
A003032,2017-11-19,P.VIAJE,consumible,consumible_7125,P.VIAJE5,-2586.3,V034,G022,201711
A001416,2016-09-23,P.VIAJE,necesidad,necesidad_7,P.VIAJE7,-30459.18,V013,G011,201609
A002892,2017-10-22,P.VIAJE,transporte,transporte_3,P.VIAJE10,-11991.0,V028,G021,201710
A013802-1,2024-04-11,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE9,-4398.8550000000005,V117,G075,202404
A014174,2024-05-03,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE4,3260.9700000000003,V132,G075,202405
A003605-2,2018-04-22,P.VIAJE,deuda,deuda: nombre_15,P.VIAJE4,-35256.0,V045,G029,201804
A013853,2024-04-15,P.VIAJE,evento,"3.evento_3",P.VIAJE8,-907438.2899999999,V123,G075,202404
A010537,2022-10-03,P.VIAJE,transporte,transporte_6,P.VIAJE6,-3339.2400000000002,V097,G064,202210
A014198,2024-05-03,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE7,609.8175,V116,G075,202405
A007197,2020-09-16,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE7,-1980.0,V079,G053,202009
A003888,2018-06-21,P.VIAJE,transporte,transporte_4,P.VIAJE8,-4071.735,V047,G031,201806
A002796,2017-10-07,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE6,-42306.0,V026,G020,201710
A013880-1,2024-04-16,P.VIAJE,deuda,deuda: nombre_16,P.VIAJE8,-1134.0,V122,G075,202404
A001991,2017-03-17,P.VIAJE,gustos,gustos_5551,P.VIAJE9,-53115.765,V021,G016,201703
A009667,2022-06-25,P.VIAJE,necesidad,necesidad_9,P.VIAJE8,-1028.25,V087,G060,202206
A013140,2024-01-04,P.VIAJE,hogar,hogar_5104,P.VIAJE6,-11427.0,V113,G072,202401
A013874,2024-04-16,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE3,-3992.07,V122,G075,202404
A013977,2024-04-23,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE7,-15281.94,V128,G075,202404
A005739,2019-09-24,P.VIAJE,transporte,transporte_13,P.VIAJE5,-25194.239999999998,V066,G046,201909
A012340,2023-07-27,P.VIAJE,consumible,consumible_10716,P.VIAJE4,-4588.5,V105,G069,202307
A006342,2020-01-13,P.VIAJE,evento,evento_5854,P.VIAJE6,-27271.875,V078,G052,202001
A011913,2023-05-26,P.VIAJE,hogar,hogar_5127,P.VIAJE3,-4990.35,V101,G067,202305
A004880,2019-03-23,P.VIAJE,consumible,consumible_8351,P.VIAJE9,-56406.0,V052,G036,201903
A013769,2024-04-09,P.VIAJE,deuda,deuda: nombre_4,P.VIAJE3,-2723.07,V115,G075,202404
A013418,2024-02-19,P.VIAJE,evento,evento_5800,P.VIAJE10,-41670.795,V117,G075,202402
A014152,2024-05-03,P.VIAJE,deuda,deuda: nombre_17,P.VIAJE1,15536.43,V124,G075,202405
A013837,2024-04-13,P.VIAJE,consumible,consumible_10510,P.VIAJE10,-1890.465,V119,G075,202404
A013723,2024-04-02,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE5,16793.7975,V132,G075,202404
A005942,2019-10-22,RECREACION,deuda,deuda: nombre_3,RECREACION2,-1063.5,V068,G047,201910
A002882,2017-10-21,P.VIAJE,consumible,consumible_8386,P.VIAJE4,-6351.0,V027,G021,201710
A009455,2022-05-14,P.VIAJE,transporte,transporte_14,P.VIAJE6,-25527.0,V086,G059,202205
A013785-1,2024-04-09,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE6,-621.8175,V116,G075,202404
A002050,2017-03-29,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE1,-60354.0,V023,G017,201703
A013576,2024-03-12,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE8,-26936.6475,V125,G075,202403
A005339,2019-06-16,P.VIAJE,consumible,consumible_7362,P.VIAJE8,-4870.5,V061,G042,201906
A003778,2018-05-27,P.VIAJE,evento,evento_5658,P.VIAJE2,-1416.0,V046,G030,201805
A000487,2015-11-21,P.VIAJE,consumible,consumible_11786,P.VIAJE4,-7690.5,V005,G004,201511
A000473,2015-11-20,P.VIAJE,necesidad,necesidad_1,P.VIAJE6,-7056.0,V005,G004,201511
A014626,2024-07-20,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE1,-7408.5,V137,G076,202407
A003048,2017-11-24,INGRESO,actividad,actividad_10,INGRESO1,-68807.655,V034,G022,201711
A002804,2017-10-07,P.VIAJE,consumible,consumible_10724,P.VIAJE6,-4588.5,V026,G020,201710
