fecha,tipo_cambio,moneda
27/08/2024,1013.68,Euro
26/08/2024,1010.47,Euro
23/08/2024,1016.05,Euro
22/08/2024,1021.00,Euro
21/08/2024,1021.09,Euro
20/08/2024,1027.78,Euro
19/08/2024,1023.40,Euro
16/08/2024,1034.32,Euro
15/08/2024,1022.94,Euro
14/08/2024,1028.01,Euro
13/08/2024,1022.71,Euro
12/08/2024,1021.28,Euro
09/08/2024,1017.40,Euro
08/08/2024,1021.05,Euro
07/08/2024,1029.64,Euro
06/08/2024,1031.68,Euro
05/08/2024,1044.93,Euro
02/08/2024,1036.83,Euro
01/08/2024,1026.98,Euro
31/07/2024,1020.26,Euro
30/07/2024,1031.10,Euro
29/07/2024,1034.62,Euro
26/07/2024,1033.80,Euro
25/07/2024,1029.42,Euro
24/07/2024,1026.25,Euro
23/07/2024,1026.29,Euro
22/07/2024,1024.42,Euro
19/07/2024,1030.95,Euro
18/07/2024,1024.86,Euro
17/07/2024,1012.11,Euro
16/07/2024,992.06,Euro
15/07/2024,989.07,Euro
12/07/2024,987.11,Euro
11/07/2024,992.28,Euro
10/07/2024,987.12,Euro
09/07/2024,1004.87,Euro
08/07/2024,1016.84,Euro
05/07/2024,1014.85,Euro
04/07/2024,1010.05,Euro
03/07/2024,1013.01,Euro
02/07/2024,1015.20,Euro
01/07/2024,1015.78,Euro
28/06/2024,1007.50,Euro
27/06/2024,1020.01,Euro
26/06/2024,1015.25,Euro
25/06/2024,1007.11,Euro
24/06/2024,1014.60,Euro
21/06/2024,1006.16,Euro
20/06/2024,997.24,Euro
19/06/2024,1000.07,Euro
18/06/2024,1005.09,Euro
17/06/2024,1003.74,Euro
14/06/2024,998.36,Euro
13/06/2024,984.29,Euro
12/06/2024,989.36,Euro
11/06/2024,990.94,Euro
10/06/2024,990.41,Euro
07/06/2024,992.41,Euro
06/06/2024,988.25,Euro
05/06/2024,987.05,Euro
04/06/2024,984.57,Euro
03/06/2024,982.05,Euro
31/05/2024,995.51,Euro
30/05/2024,993.72,Euro
29/05/2024,984.31,Euro
28/05/2024,972.61,Euro
27/05/2024,978.52,Euro
24/05/2024,978.71,Euro
23/05/2024,985.28,Euro
22/05/2024,981.90,Euro
21/05/2024,963.66,Euro
20/05/2024,965.13,Euro
17/05/2024,965.72,Euro
16/05/2024,976.39,Euro
15/05/2024,983.84,Euro
14/05/2024,988.66,Euro
13/05/2024,995.09,Euro
10/05/2024,997.32,Euro
09/05/2024,996.70,Euro
08/05/2024,1006.47,Euro
07/05/2024,1007.45,Euro
06/05/2024,1001.21,Euro
03/05/2024,1009.94,Euro
02/05/2024,1012.33,Euro
01/05/2024,1027.62,Euro
30/04/2024,1022.72,Euro
29/04/2024,1009.19,Euro
26/04/2024,1014.49,Euro
25/04/2024,1018.00,Euro
24/04/2024,1015.79,Euro
23/04/2024,1022.40,Euro
22/04/2024,1013.64,Euro
19/04/2024,1016.86,Euro
18/04/2024,1027.79,Euro
17/04/2024,1043.09,Euro
16/04/2024,1040.36,Euro
15/04/2024,1039.04,Euro
12/04/2024,1026.29,Euro
11/04/2024,1023.82,Euro
10/04/2024,1024.38,Euro
09/04/2024,1021.37,Euro
08/04/2024,1024.90,Euro
05/04/2024,1027.32,Euro
04/04/2024,1020.55,Euro
03/04/2024,1034.20,Euro
02/04/2024,1049.02,Euro
01/04/2024,1057.33,Euro
29/03/2024,1056.41,Euro
28/03/2024,1056.01,Euro
27/03/2024,1059.13,Euro
26/03/2024,1061.23,Euro
25/03/2024,1059.44,Euro
22/03/2024,1061.55,Euro
21/03/2024,1055.58,Euro
20/03/2024,1051.04,Euro
19/03/2024,1049.54,Euro
18/03/2024,1029.97,Euro
15/03/2024,1024.93,Euro
14/03/2024,1022.57,Euro
13/03/2024,1033.35,Euro
12/03/2024,1043.91,Euro
11/03/2024,1055.89,Euro
08/03/2024,1050.50,Euro
07/03/2024,1073.23,Euro
06/03/2024,1073.49,Euro
05/03/2024,1064.17,Euro
04/03/2024,1057.31,Euro
01/03/2024,1045.03,Euro
29/02/2024,1042.90,Euro
28/02/2024,1058.03,Euro
27/02/2024,1063.69,Euro
26/02/2024,1071.72,Euro
23/02/2024,1058.32,Euro
22/02/2024,1059.57,Euro
21/02/2024,1046.98,Euro
20/02/2024,1038.71,Euro
19/02/2024,1040.03,Euro
16/02/2024,1047.50,Euro
15/02/2024,1039.43,Euro
14/02/2024,1027.49,Euro
13/02/2024,1037.49,Euro
12/02/2024,1044.35,Euro
09/02/2024,1045.42,Euro
08/02/2024,1040.75,Euro
07/02/2024,1027.45,Euro
06/02/2024,1017.76,Euro
05/02/2024,1024.05,Euro
02/02/2024,1020.92,Euro
01/02/2024,1012.74,Euro
31/01/2024,1004.81,Euro
30/01/2024,1008.38,Euro
29/01/2024,1006.85,Euro
26/01/2024,1003.10,Euro
25/01/2024,985.93,Euro
24/01/2024,989.10,Euro
23/01/2024,986.97,Euro
22/01/2024,989.08,Euro
19/01/2024,991.35,Euro
18/01/2024,997.15,Euro
17/01/2024,1002.25,Euro
16/01/2024,1005.69,Euro
15/01/2024,996.63,Euro
12/01/2024,995.81,Euro
11/01/2024,998.56,Euro
10/01/2024,1004.61,Euro
09/01/2024,1002.57,Euro
08/01/2024,987.55,Euro
05/01/2024,973.31,Euro
04/01/2024,971.33,Euro
03/01/2024,960.61,Euro
02/01/2024,967.53,Euro
01/01/2024,970.71,Euro
29/12/2023,971.81,Euro
28/12/2023,977.65,Euro
27/12/2023,978.78,Euro
26/12/2023,983.81,Euro
25/12/2023,981.77,Euro
22/12/2023,982.04,Euro
21/12/2023,966.50,Euro
20/12/2023,953.47,Euro
19/12/2023,945.58,Euro
18/12/2023,954.58,Euro
15/12/2023,947.19,Euro
14/12/2023,950.48,Euro
13/12/2023,945.95,Euro
12/12/2023,943.49,Euro
11/12/2023,948.04,Euro
08/12/2023,936.53,Euro
07/12/2023,941.30,Euro
06/12/2023,936.99,Euro
05/12/2023,946.61,Euro
04/12/2023,939.10,Euro
01/12/2023,934.48,Euro
30/11/2023,946.94,Euro
29/11/2023,952.07,Euro
28/11/2023,952.87,Euro
27/11/2023,953.46,Euro
24/11/2023,951.69,Euro
23/11/2023,952.33,Euro
22/11/2023,948.64,Euro
21/11/2023,946.96,Euro
20/11/2023,959.70,Euro
17/11/2023,965.18,Euro
16/11/2023,957.75,Euro
15/11/2023,961.07,Euro
14/11/2023,969.54,Euro
13/11/2023,986.66,Euro
10/11/2023,973.57,Euro
09/11/2023,976.63,Euro
08/11/2023,962.70,Euro
07/11/2023,945.56,Euro
06/11/2023,945.55,Euro
03/11/2023,937.85,Euro
02/11/2023,943.16,Euro
01/11/2023,946.13,Euro
31/10/2023,946.08,Euro
30/10/2023,962.52,Euro
27/10/2023,958.37,Euro
26/10/2023,985.54,Euro
25/10/2023,974.49,Euro
24/10/2023,980.42,Euro
23/10/2023,993.51,Euro
20/10/2023,999.59,Euro
19/10/2023,995.14,Euro
18/10/2023,992.45,Euro
17/10/2023,990.30,Euro
16/10/2023,999.90,Euro
13/10/2023,987.32,Euro
12/10/2023,987.18,Euro
11/10/2023,982.23,Euro
10/10/2023,983.22,Euro
09/10/2023,975.20,Euro
06/10/2023,977.14,Euro
05/10/2023,964.09,Euro
04/10/2023,960.92,Euro
03/10/2023,959.43,Euro
02/10/2023,951.36,Euro
29/09/2023,941.47,Euro
28/09/2023,955.54,Euro
27/09/2023,954.14,Euro
26/09/2023,955.21,Euro
25/09/2023,956.22,Euro
22/09/2023,952.71,Euro
21/09/2023,946.78,Euro
20/09/2023,940.66,Euro
19/09/2023,943.46,Euro
18/09/2023,944.61,Euro
15/09/2023,941.52,Euro
14/09/2023,945.75,Euro
13/09/2023,944.92,Euro
12/09/2023,960.08,Euro
11/09/2023,957.97,Euro
08/09/2023,957.07,Euro
07/09/2023,944.94,Euro
06/09/2023,934.32,Euro
05/09/2023,937.33,Euro
04/09/2023,927.00,Euro
01/09/2023,916.55,Euro
31/08/2023,923.44,Euro
30/08/2023,928.59,Euro
29/08/2023,933.66,Euro
28/08/2023,923.23,Euro
25/08/2023,912.63,Euro
24/08/2023,913.14,Euro
23/08/2023,928.64,Euro
22/08/2023,942.94,Euro
21/08/2023,947.63,Euro
18/08/2023,946.04,Euro
17/08/2023,941.86,Euro
16/08/2023,945.49,Euro
15/08/2023,940.52,Euro
14/08/2023,933.87,Euro
11/08/2023,939.00,Euro
10/08/2023,928.44,Euro
09/08/2023,944.94,Euro
08/08/2023,943.39,Euro
07/08/2023,944.47,Euro
04/08/2023,938.38,Euro
03/08/2023,930.68,Euro
02/08/2023,927.29,Euro
01/08/2023,922.82,Euro
31/07/2023,921.96,Euro
28/07/2023,912.85,Euro
27/07/2023,910.19,Euro
26/07/2023,912.33,Euro
25/07/2023,915.44,Euro
24/07/2023,915.46,Euro
21/07/2023,914.15,Euro
20/07/2023,908.16,Euro
19/07/2023,902.45,Euro
18/07/2023,914.98,Euro
17/07/2023,919.22,Euro
14/07/2023,913.54,Euro
13/07/2023,909.84,Euro
12/07/2023,902.67,Euro
11/07/2023,896.96,Euro
10/07/2023,894.08,Euro
07/07/2023,885.06,Euro
06/07/2023,873.36,Euro
05/07/2023,864.58,Euro
04/07/2023,868.42,Euro
03/07/2023,870.95,Euro
30/06/2023,873.81,Euro
29/06/2023,872.38,Euro
28/06/2023,873.10,Euro
27/06/2023,874.42,Euro
26/06/2023,878.43,Euro
23/06/2023,877.44,Euro
22/06/2023,881.08,Euro
21/06/2023,882.87,Euro
20/06/2023,877.07,Euro
19/06/2023,868.66,Euro
16/06/2023,868.07,Euro
15/06/2023,867.92,Euro
14/06/2023,867.89,Euro
13/06/2023,866.52,Euro
12/06/2023,867.23,Euro
09/06/2023,846.33,Euro
08/06/2023,848.30,Euro
07/06/2023,846.19,Euro
06/06/2023,850.95,Euro
05/06/2023,854.82,Euro
02/06/2023,854.66,Euro
01/06/2023,865.17,Euro
31/05/2023,863.91,Euro
30/05/2023,863.26,Euro
29/05/2023,861.48,Euro
26/05/2023,855.45,Euro
25/05/2023,868.24,Euro
24/05/2023,867.26,Euro
23/05/2023,864.35,Euro
22/05/2023,860.45,Euro
19/05/2023,861.83,Euro
18/05/2023,857.00,Euro
17/05/2023,857.63,Euro
16/05/2023,867.17,Euro
15/05/2023,854.57,Euro
12/05/2023,851.46,Euro
11/05/2023,864.23,Euro
10/05/2023,865.15,Euro
09/05/2023,864.42,Euro
08/05/2023,877.29,Euro
05/05/2023,873.21,Euro
04/05/2023,879.56,Euro
03/05/2023,887.93,Euro
02/05/2023,889.87,Euro
01/05/2023,884.59,Euro
28/04/2023,888.61,Euro
27/04/2023,885.37,Euro
26/04/2023,888.33,Euro
25/04/2023,890.83,Euro
24/04/2023,898.63,Euro
21/04/2023,881.55,Euro
20/04/2023,869.86,Euro
19/04/2023,869.68,Euro
18/04/2023,871.03,Euro
17/04/2023,874.71,Euro
14/04/2023,876.48,Euro
13/04/2023,878.00,Euro
12/04/2023,883.10,Euro
11/04/2023,878.98,Euro
10/04/2023,889.13,Euro
07/04/2023,891.83,Euro
06/04/2023,893.80,Euro
05/04/2023,883.25,Euro
04/04/2023,884.29,Euro
03/04/2023,882.90,Euro
31/03/2023,861.09,Euro
30/03/2023,861.22,Euro
29/03/2023,859.77,Euro
28/03/2023,864.74,Euro
27/03/2023,869.61,Euro
24/03/2023,871.72,Euro
23/03/2023,874.00,Euro
22/03/2023,879.70,Euro
21/03/2023,885.61,Euro
20/03/2023,885.24,Euro
17/03/2023,881.66,Euro
16/03/2023,873.11,Euro
15/03/2023,868.15,Euro
14/03/2023,860.92,Euro
13/03/2023,864.11,Euro
10/03/2023,851.76,Euro
09/03/2023,842.17,Euro
08/03/2023,848.40,Euro
07/03/2023,849.12,Euro
06/03/2023,850.24,Euro
03/03/2023,853.22,Euro
02/03/2023,860.45,Euro
01/03/2023,864.49,Euro
28/02/2023,875.13,Euro
27/02/2023,883.24,Euro
